0,Cluster_Name,UCAC4,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,ePos,EpRA,EpDE,f.mag,a.mag,e_a.mag,of,db,Na,Nu,Nc,pmRA,e_pmRA,pmDE,e_pmDE,Jmag,e_Jmag,q_Jmag,Hmag,e_Hmag,q_Hmag,Kmag,e_Kmag,q_Kmag,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,g,c,H,A,b,h,Z,B,L,N,S,OutFlag,P_M1,P_M2_kinem,P_M2_join,P_M3,ClassM1,ClassM2,ClassM3
483,Ruprecht_147,369-166069,289.309,20,-16.2542,34,40,1998.52,1998.5,12.873,12.837,0.1,0,0,4,4,4,-0.5,2.5,5.8,4.2,11.074,0.02,5,10.504,0.03,5,10.43,0.02,5,14.149,5,13.068,6,13.566,2,12.729,2,12.273,20,0,3,0,1,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
484,Ruprecht_147,369-166071,289.311,84,-16.2755,104,203,1982.19,1981.52,15.774,-9999.99,-9999.99,0,0,1,1,3,2.3,5.3,6.6,6.6,14.597,0.03,5,14.196,0.05,5,14.191,0.07,5,17.068,13,15.729,1,16.278,1,-9999.99,-9999.99,15.915,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,0.99,0,0,1,0
485,Ruprecht_147,369-166074,289.312,17,-16.3897,18,25,1999.02,1998.92,13.73,13.701,0.06,0,0,4,4,3,-3.5,3.2,-0.7,3.2,11.894,0.02,5,11.354,0.03,5,11.219,0.02,5,15.21,3,13.988,5,14.545,3,13.636,2,13.195,18,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
486,Ruprecht_147,369-166075,289.312,39,-16.3073,42,62,1995.43,1994.66,15.177,15.086,0.1,0,0,2,1,3,2.5,3.4,3.9,3.5,13.717,0.03,5,13.446,0.04,5,13.37,0.04,5,15.869,6,15.139,8,15.496,4,14.973,4,14.703,1,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
487,Ruprecht_147,369-166077,289.313,67,-16.2382,44,101,1986.55,1994.18,15.404,15.309,0.17,0,0,2,2,3,-11.2,4.3,2.6,3.6,14.204,0.03,5,13.85,0.04,5,13.859,0.04,5,16.327,3,15.569,12,15.894,4,15.433,2,15.117,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
488,Ruprecht_147,369-166078,289.314,42,-16.204,33,55,1997.75,1998.32,13.308,13.274,0.11,0,0,4,4,3,-2.7,5.3,-4.9,4.8,10.283,0.02,5,9.437,0.02,5,9.191,0.02,5,15.411,1,13.712,1,14.504,2,13.075,6,12.083,23,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
489,Ruprecht_147,369-166079,289.316,31,-16.3397,42,53,1998.27,1998.27,14.5,14.471,0.15,0,0,4,4,3,-5.5,4.3,-2.1,5.8,12.716,0.03,5,12.238,0.02,5,12.112,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
490,Ruprecht_147,369-166080,289.317,43,-16.2127,48,71,1994.36,1993.97,15.393,15.148,0.08,0,0,2,2,3,-3.6,3.5,5.5,3.9,14.047,0.03,5,13.83,0.03,5,13.766,0.04,5,16.034,6,15.335,4,15.645,4,15.223,4,15.156,8,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
491,Ruprecht_147,369-166081,289.318,64,-16.2722,69,117,1989.23,1987.44,16.19,16.079,0.25,0,0,2,2,3,-3.6,4.2,-7.8,4.4,14.427,0.03,5,13.984,0.03,5,13.949,0.05,5,17.538,21,16.312,1,16.642,1,15.927,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
492,Ruprecht_147,369-166082,289.318,15,-16.343,15,21,1996.97,1997.09,11.709,11.692,0.04,0,0,4,4,4,5.3,1.4,-18.2,1.5,10.242,0.03,5,9.819,0.02,5,9.702,0.02,5,12.919,2,11.906,4,12.377,3,11.595,2,11.289,15,0,3,0,1,0,0,0,0,0,1,1,0,0,0.69,0,0,0,0,0
493,Ruprecht_147,369-166083,289.318,42,-16.283,37,61,1994.42,1995.58,14.659,14.616,0.09,0,0,3,3,3,2,3.5,2.9,3.4,13.218,0.03,5,12.853,0.02,5,12.783,0.03,5,15.486,5,14.679,5,15.058,6,14.486,4,14.223,15,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
494,Ruprecht_147,369-166086,289.321,73,-16.381,73,140,1986.95,1986.95,15.874,15.828,0.07,0,2,2,2,2,11.8,5.1,-18.3,5.1,14.218,0.04,5,13.783,0.04,5,13.628,0.05,5,16.433,10,15.222,2,15.832,5,14.994,4,14.768,6,0,4,0,0,0,0,0,0,0,0,4,0,0,0.19,0,0,0,0,0
495,Ruprecht_147,369-166087,289.321,44,-16.2556,28,57,1993.79,1997.66,14.745,14.686,0.06,0,0,2,2,3,-1.3,3.5,-1.9,3.3,12.974,0.03,5,12.452,0.02,5,12.314,0.02,5,16.034,4,14.943,7,15.492,6,14.637,1,14.233,2,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
496,Ruprecht_147,369-166088,289.323,97,-16.3084,92,251,1976.12,1977.96,16.436,16.506,-9999.99,0,0,1,1,3,-0.6,6.9,-7.6,6.1,14.925,0.06,5,14.642,0.07,5,14.495,0.08,5,17.479,16,17.073,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
497,Ruprecht_147,369-166090,289.323,74,-16.3335,60,120,1985.98,1990.74,16.223,16.265,0.15,0,0,2,2,3,-8.1,4.6,-2.2,4.1,14.523,0.03,5,14.164,0.04,5,13.888,0.06,5,17.062,10,16.008,15,16.443,6,15.663,6,15.418,1,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
498,Ruprecht_147,369-166091,289.324,17,-16.2243,17,24,1998.59,1998.59,13.559,13.584,0.07,0,0,4,4,3,7,2.7,2.1,2.7,12.078,0.02,5,11.654,0.02,5,11.589,0.02,5,14.678,4,13.76,6,14.184,1,13.475,3,13.167,15,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
499,Ruprecht_147,369-166092,289.324,81,-16.2192,78,153,1985.03,1985.04,16.097,16.291,-9999.99,0,0,1,1,3,-10.6,5,-3.7,4.9,14.797,0.06,5,14.293,0.05,5,14.141,0.07,5,17.378,16,16.268,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
500,Ruprecht_147,369-166093,289.326,25,-16.3587,26,37,1998.12,1997.98,14.53,14.747,0.28,0,0,4,4,3,2.5,3.3,8.6,3.3,13.225,0.03,5,12.898,0.03,5,12.776,0.03,5,15.403,3,14.597,7,14.957,3,14.414,3,14.121,14,0,3,0,0,0,0,0,0,0,1,1,0,0,0.95,0.93,0,0,1,0
501,Ruprecht_147,369-166094,289.327,35,-16.2636,16,40,1997.33,1996.86,11.35,11.326,0.03,0,0,4,4,5,-8.9,4,-16.3,1.6,9.4,0.02,5,8.817,0.05,5,8.657,0.02,5,12.884,3,11.614,5,12.218,3,11.205,3,10.739,16,0,2,0,1,0,0,0,0,0,1,1,0,0,0.9,0.93,0,0,1,0
502,Ruprecht_147,369-166095,289.327,66,-16.3669,67,115,1989,1988.71,16.148,15.982,-9999.99,0,0,1,1,3,2.1,4.3,-3.3,4.2,14.609,0.02,5,14.184,0.04,5,14.122,0.06,5,17.332,16,16.348,1,16.642,1,15.975,1,16.007,1,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
503,Ruprecht_147,369-166096,289.327,76,-16.3328,49,106,1991.06,1992.04,14.554,14.506,0.02,0,0,2,2,3,-1.4,5.4,1.2,3.6,12.622,0.03,5,11.972,0.02,5,11.813,0.02,5,16.08,1,14.804,5,15.423,4,14.393,4,13.975,15,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
504,Ruprecht_147,369-166097,289.328,83,-16.2412,83,174,1982.77,1982.37,15.552,16.212,-9999.99,0,0,1,1,3,1.5,5.2,-2.6,5.2,14.936,0.05,5,14.538,0.04,5,14.507,0.08,5,17.322,15,16.617,1,16.864,1,16.282,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
505,Ruprecht_147,369-166098,289.329,68,-16.285,62,114,1987.74,1989.74,15.939,15.966,0.17,0,0,2,2,3,0.5,4.3,3.7,4.1,14.564,0.04,5,14.217,0.05,5,14.111,0.06,5,16.699,8,16.164,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
506,Ruprecht_147,369-166099,289.33,51,-16.2758,74,120,1992.37,1983.67,15.665,15.588,0.04,0,0,2,2,3,-8,3.7,-9,4.6,13.871,0.03,5,13.372,0.03,5,13.226,0.03,5,16.89,19,15.797,2,16.292,6,15.529,3,15.199,16,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
507,Ruprecht_147,369-166101,289.335,72,-16.3217,72,124,1989.01,1988.87,15.977,15.92,0.07,0,0,2,1,3,-10.1,4.6,-25.7,4.5,13.331,0.03,5,12.635,0.03,5,12.416,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.02,0,0.26,0,0,0
508,Ruprecht_147,369-166102,289.336,91,-16.2372,69,187,1977.73,1987.26,16.286,16.226,0.22,0,0,2,2,3,4.7,6.2,-1.5,4.4,14.671,0.04,5,14.272,0.04,5,14.34,0.07,5,17.006,13,16.159,7,16.508,5,15.801,3,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
509,Ruprecht_147,369-166103,289.336,41,-16.3002,79,111,1994.78,1987.28,15.244,14.99,0.11,0,0,2,2,3,-3.4,3.5,-5,5.1,13.494,0.03,5,13.066,0.02,5,12.955,0.03,5,16.332,6,15.228,1,15.832,1,15.125,1,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
510,Ruprecht_147,369-166104,289.336,54,-16.2817,54,88,1992.1,1992.04,15.962,15.972,0.09,0,0,2,2,3,-4.3,3.9,-3.9,3.9,14.487,0.03,5,14.095,0.03,5,14.013,0.06,5,16.991,12,16.012,1,16.41,2,15.817,1,15.819,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
511,Ruprecht_147,369-166105,289.338,17,-16.3049,16,24,1997.67,1997.49,12.922,12.89,0.07,0,0,4,4,4,-18.1,1.8,-11.8,1.6,11.639,0.03,5,11.319,0.03,5,11.253,0.02,5,13.673,2,12.984,6,13.3,3,12.819,4,12.58,12,0,3,0,1,0,0,0,0,0,1,1,0,0,0.51,0,0,0,0,0
512,Ruprecht_147,369-166106,289.338,54,-16.2271,52,89,1990.54,1991.34,15.049,14.895,0.11,0,0,2,2,3,10.5,3.8,3.4,3.7,13.597,0.03,5,13.285,0.03,5,13.2,0.03,5,16.059,5,15.14,1,15.476,1,14.853,1,14.651,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0.91,0.98,0,0,1,0
513,Ruprecht_147,369-166107,289.338,70,-16.2196,42,107,1984.88,1994.59,15.479,15.326,0.12,0,0,2,2,3,5.5,4.5,3,3.5,14.134,0.02,5,13.839,0.03,5,13.811,0.05,5,16.299,6,15.572,8,15.9,3,15.379,6,15.143,4,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
514,Ruprecht_147,369-166108,289.342,51,-16.2941,54,88,1991.49,1990.47,14.536,14.508,0.07,0,0,2,2,3,1.1,3.7,-2.3,3.8,12.557,0.02,5,11.917,0.03,5,11.775,0.02,5,16.16,4,14.863,9,15.485,5,14.461,2,14.019,15,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
515,Ruprecht_147,369-166109,289.343,48,-16.2773,39,68,1992.68,1995.25,15.232,15.172,0.04,0,0,2,2,3,9.1,3.6,-25.4,3.4,13.997,0.04,5,13.737,0.04,5,13.727,0.05,5,15.865,5,15.108,7,15.409,4,14.962,4,14.688,12,0,4,0,0,0,0,0,0,0,1,1,0,0,0.01,0,0,0,0,0
516,Ruprecht_147,369-166111,289.345,88,-16.3192,89,229,1977.85,1977.59,16.039,16.259,-9999.99,0,0,1,1,3,-0.5,6.1,-10.2,6.1,14.552,0.04,5,14.304,0.05,5,14.079,0.06,5,16.928,10,15.923,1,16.357,1,15.87,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
517,Ruprecht_147,369-166112,289.345,98,-16.256,57,134,1990.28,1992.27,15.822,16.213,0.58,0,0,2,2,3,6.5,6.6,-7.6,4.1,14.521,0.03,5,14.054,0.03,5,13.886,0.05,5,17.147,3,16.1,7,16.667,5,15.763,4,15.288,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0.99,0.97,0,0,1,0
518,Ruprecht_147,369-166115,289.347,47,-16.3084,48,76,1992.87,1992.64,15.516,15.353,0.16,0,0,2,2,3,5,3.6,2.5,3.6,13.747,0.04,5,13.259,0.03,5,13.152,0.04,5,16.369,3,15.319,10,15.829,2,15.107,9,14.819,4,0,3,0,0,0,0,0,0,0,7,3,0,0,1,1,0,0,1,0
519,Ruprecht_147,369-166120,289.35,100,-16.252,72,164,1985.71,1986.79,16.045,16.015,0.43,0,0,2,2,3,-7.8,6.4,-28.2,4.6,13.997,0.04,5,13.417,0.05,5,13.182,0.04,5,16.698,10,15.966,0,16.307,1,15.462,1,15.191,1,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0.77,0,0,1
520,Ruprecht_147,369-166122,289.351,64,-16.2927,51,96,1989.7,1993.4,15.83,15.742,0.15,0,0,2,2,3,5.2,4.2,0.2,3.9,14.004,0.03,5,13.471,0.03,5,13.25,0.04,5,17.366,16,16.133,5,16.594,7,15.737,2,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
521,Ruprecht_147,369-166123,289.351,62,-16.2864,66,112,1989.86,1988.38,15.701,15.866,0.22,0,0,2,2,3,3.4,4.2,-2,4.3,14.55,0.03,5,14.221,0.04,5,14.134,0.06,5,16.74,2,15.902,3,16.299,7,15.729,8,15.695,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
522,Ruprecht_147,369-166130,289.354,84,-16.2808,141,245,1982.17,1981.77,16.245,16.189,-9999.99,0,0,1,1,3,-7,5.2,2,8.6,14.887,0.05,5,14.383,0.06,5,14.395,0.08,5,17.044,7,15.864,13,16.423,2,15.777,21,15.467,12,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
523,Ruprecht_147,370-168440,289.027,39,-16.1987,23,46,1998.52,1998.66,14.542,14.522,0.12,0,0,5,5,3,7.5,5.3,5.3,3.3,12.949,0.02,5,12.52,0.03,5,12.456,0.03,5,15.495,1,14.565,1,14.997,0,14.321,3,14.066,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0.96,0.94,0,0,1,0
524,Ruprecht_147,370-168444,289.03,25,-16.1846,24,35,1998.96,1999.05,14.589,14.576,0.14,0,0,4,4,2,-1.3,4.1,8.1,4.1,13.371,0.03,5,13.07,0.03,5,13.049,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,0,1,0,0,0.97,0.86,0,0,1,0
525,Ruprecht_147,370-168451,289.033,15,-16.1767,15,21,1998.13,1998.11,12.413,12.38,0.07,0,0,5,5,3,-1.1,1.7,-28.9,1.7,10.909,0.02,5,10.535,0.02,5,10.418,0.02,5,13.424,1,12.539,5,12.964,0,12.251,1,12.03,5,0,3,0,1,0,0,0,0,0,0,1,0,0.93,0,0,0.98,1,0,1
526,Ruprecht_147,370-168454,289.036,16,-16.1875,23,34,1991.04,1990.6,10.012,9.989,0.01,0,0,5,4,7,-1.6,1.4,-28.8,1.7,8.626,0.02,5,8.372,0.04,5,8.297,0.03,5,10.566,3,9.915,4,10.34,1,9.72,1,9.51,1,0,2,0,1,0,0,0,0,0,1,1,0,0.94,0,0,0.98,1,0,1
527,Ruprecht_147,370-168475,289.05,62,-16.187,92,138,1994.71,1988.08,16.093,16.113,0.09,0,0,2,2,2,-1.2,5.5,7.4,6.5,14.411,0.03,5,13.848,0.05,5,13.704,0.05,5,17.232,16,15.879,1,16.395,8,15.664,7,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,3,0,0,0.98,0.95,0,0,1,0
528,Ruprecht_147,370-168480,289.054,188,-16.1932,106,247,1985.5,1995.2,16.402,16.361,-9999.99,0,0,1,1,2,-14.1,8,2.9,6.9,15.377,0.08,5,15.156,0.12,6,15.091,0.14,6,-9999.99,-9999.99,16.285,1,16.906,9,16.239,12,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,0,0,0,0.97,0.94,0,0,1,0
529,Ruprecht_147,370-168487,289.057,147,-16.1876,166,268,1989.75,1989.88,15.807,15.568,0.15,0,0,2,2,3,-15.3,9.9,-17.4,11.1,14.255,0.04,5,13.919,0.04,5,13.739,0.05,5,16.809,5,15.884,6,16.215,7,15.676,3,15.467,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0.54,0,0,0,0,0
530,Ruprecht_147,370-168489,289.058,108,-16.1566,80,171,1987.94,1985.99,16.031,16.432,-9999.99,0,0,1,1,3,14.4,6.8,2,4.8,15.247,0.05,5,14.829,0.07,5,14.786,0.11,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.55,0,0,0,0,0
531,Ruprecht_147,370-168491,289.059,85,-16.1761,68,127,1992.28,1989.16,16.069,16.163,-9999.99,0,0,1,1,3,8.5,6,-5.6,4.3,14.522,0.03,5,14.012,0.03,5,13.91,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.98,0.95,0,0,1,0
532,Ruprecht_147,370-168497,289.062,20,-16.1797,17,26,1998.7,1998.71,13.466,13.458,0.09,0,0,5,5,3,-3,3,0,2.5,11.553,0.02,5,10.967,0.02,5,10.845,0.03,5,14.921,4,13.698,6,14.266,1,13.321,1,12.926,2,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
533,Ruprecht_147,370-168498,289.063,26,-16.1714,29,39,1998.23,1998.37,14.673,14.679,0.11,0,0,4,4,3,11.6,3.3,-20.9,3.8,13.438,0.04,5,13.111,0.04,25,13.025,0.04,5,15.367,10,14.715,17,14.996,5,14.464,12,14.314,2,0,3,0,0,0,0,0,0,0,3,1,0,0,0.05,0,0,0,0,0
534,Ruprecht_147,370-168502,289.064,58,-16.1754,57,95,1990.92,1990.83,15.977,15.878,0.13,0,0,2,2,3,-0.6,4,-15,3.8,14.281,0.04,5,13.815,0.04,25,13.645,0.99,2,16.913,2,15.977,18,-9999.99,-9999.99,-9999.99,-9999.99,15.358,1,0,4,0,0,0,0,0,0,0,3,1,0,0,0.98,0.95,0,0,1,0
535,Ruprecht_147,370-168508,289.066,88,-16.1665,90,164,1986.2,1985.45,16.051,16.445,-9999.99,0,0,1,1,3,-3.1,5.3,-2.9,5.3,15.35,0.04,5,15.052,0.06,5,15.22,0.16,7,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
536,Ruprecht_147,370-168512,289.069,35,-16.1478,44,58,1996.42,1997.61,14.822,14.675,0.07,0,0,4,3,3,4.8,3.4,11.6,5,12.912,0.03,5,12.33,0.03,5,12.241,0.03,5,15.778,5,14.728,2,15.231,5,14.436,5,14.109,4,0,3,0,0,0,0,0,0,0,1,1,0,0,0.7,0.43,0,0,0,0
537,Ruprecht_147,370-168516,289.072,45,-16.1889,53,78,1994.35,1992,15.781,15.636,0.31,0,0,2,2,3,-6.5,3.6,7.2,3.8,14.452,0.03,5,14.12,0.03,5,14.017,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.96,0.93,0,0,1,0
538,Ruprecht_147,370-168519,289.075,84,-16.1571,49,143,1980.66,1993.63,15.937,15.783,0.14,0,0,2,2,3,0.9,5.3,-3.6,3.7,13.876,0.03,5,13.246,0.02,5,13.22,0.03,5,17.383,16,16.129,1,-9999.99,-9999.99,15.917,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
539,Ruprecht_147,370-168523,289.078,13,-16.1918,15,21,1996.85,1996.85,11.165,11.139,0.03,0,0,5,5,6,-2.3,1.5,-28.5,1.5,9.995,0.02,5,9.715,0.02,5,9.626,0.02,5,11.826,2,11.209,3,11.482,1,11.055,3,10.884,1,0,2,0,1,0,0,0,0,0,1,1,0,0.93,0,0,0.99,1,0,1
540,Ruprecht_147,370-168536,289.082,22,-16.1718,22,31,1998.22,1998.23,14.277,14.228,0.1,0,0,5,4,3,-1,2.8,-9.5,2.8,13.007,0.03,5,12.768,0.03,5,12.692,0.03,5,15.029,1,14.29,1,14.621,1,14.119,3,13.973,4,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
541,Ruprecht_147,370-168540,289.084,25,-16.1652,23,33,2000.09,2000.13,14.327,14.23,0.07,0,0,4,4,2,-53.8,7.6,-6.5,7.7,12.865,0.03,5,12.531,0.03,5,12.432,0.03,5,15.302,3,14.575,1,-9999.99,-9999.99,-9999.99,-9999.99,14.357,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
542,Ruprecht_147,370-168546,289.089,125,-16.19,80,210,1982.61,1986.76,16.005,16.014,-9999.99,0,0,1,1,3,5.1,7.7,-0.5,4.9,14.152,0.03,5,13.566,0.03,5,13.344,0.04,5,17.624,22,16.524,1,17.009,1,15.863,1,15.831,1,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
543,Ruprecht_147,370-168547,289.09,17,-16.1642,16,24,1995.94,1997.01,10.721,10.702,0.02,0,0,5,4,6,0,1.5,-31,1.7,9.592,0.02,5,9.31,0.02,5,9.256,0.02,5,11.336,2,10.712,4,10.992,2,10.594,3,10.441,5,0,2,0,1,0,0,0,0,0,1,1,0,0.23,0,0,0.97,0,0,1
544,Ruprecht_147,370-168548,289.092,21,-16.1499,17,27,1998.74,1999.23,13.585,13.524,0.11,0,0,5,5,2,-7.3,3.2,-5.8,3.2,11.41,0.02,5,10.678,0.02,5,10.561,0.02,5,15.203,1,13.817,1,14.512,1,13.409,5,12.915,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
545,Ruprecht_147,370-168556,289.099,17,-16.1895,17,24,1998.8,1998.83,13.578,13.527,0.12,0,0,5,5,3,-13.2,2.6,12,2.6,12.074,0.02,5,11.715,0.02,5,11.583,0.02,5,14.427,1,13.635,2,14.003,1,13.377,2,13.174,4,0,3,0,0,0,0,0,0,0,1,1,0,0,0.3,0,0,0,0,0
546,Ruprecht_147,370-168557,289.099,30,-16.1633,17,35,1997.55,1997.43,11.732,11.714,0.05,0,0,5,5,5,-3.9,3.5,4.6,1.7,10.58,0.02,5,10.343,0.02,5,10.242,0.02,5,12.368,1,11.756,3,12.03,1,11.611,2,11.453,1,0,2,0,1,0,0,0,0,0,7,7,0,0,1,0.99,0,0,1,0
547,Ruprecht_147,370-168563,289.102,88,-16.1791,84,173,1982.84,1984.14,16.262,16.518,-9999.99,0,0,1,1,3,-1,5.4,5.8,5.1,15.338,0.06,5,14.815,0.08,5,14.823,0.14,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,0.98,0,0,1,0
548,Ruprecht_147,370-168566,289.103,111,-16.1898,139,236,1984.98,1984.28,16.289,16.297,-9999.99,0,0,1,1,3,9.4,6.3,22.4,7.8,15.098,0.05,5,14.379,0.05,5,14.229,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.01,0,0,0,0,0
549,Ruprecht_147,370-168568,289.104,81,-16.1752,50,134,1982.13,1993.28,16.074,15.923,-9999.99,0,0,1,1,3,8.5,5.1,7.4,3.7,14.597,0.04,5,14.359,0.04,5,14.047,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.81,0.68,0,0,1,0
550,Ruprecht_147,370-168572,289.107,91,-16.1411,93,217,1979.39,1978.56,16.17,15.925,-9999.99,0,0,1,1,3,7.8,5.8,1.7,5.9,14.425,0.03,5,13.951,0.04,5,13.888,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
551,Ruprecht_147,370-168576,289.109,15,-16.1844,15,21,1997.3,1997.48,11.755,11.732,0.05,0,0,5,5,5,-2.7,1.5,-24.8,1.5,10.342,0.02,5,9.938,0.02,5,9.807,0.02,5,12.7,3,11.94,8,12.297,1,11.69,2,11.472,4,0,2,0,1,0,0,0,0,0,1,1,0,0.93,0.02,0.02,0.95,1,0,1
552,Ruprecht_147,370-168577,289.109,36,-16.1228,23,43,1998.29,1998.61,14.412,14.48,0.16,0,0,4,4,3,-8.7,4.5,2.4,3.2,14.279,0.03,5,14.205,0.04,5,14.324,0.09,5,14.392,3,14.393,2,14.313,1,14.499,5,14.793,11,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
553,Ruprecht_147,370-168579,289.11,119,-16.1675,127,244,1983.45,1983.88,15.865,16.152,-9999.99,0,0,1,1,3,4.5,7.2,-2.5,7.6,14.321,0.03,5,13.699,0.03,5,13.642,0.04,5,17.283,15,16.089,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
554,Ruprecht_147,370-168582,289.111,95,-16.1386,95,196,1982.35,1981.77,16.211,16.264,-9999.99,0,0,1,1,3,-5.3,5.7,-6.5,5.6,15.128,0.05,5,14.744,0.07,15,14.668,0.11,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
555,Ruprecht_147,370-168589,289.115,26,-16.1793,27,38,1998.16,1997.85,14.777,14.817,0.06,0,0,2,2,3,-1.5,3.2,-6.4,3.2,13.344,0.03,5,12.946,0.03,5,12.899,0.03,5,15.747,1,14.782,5,15.225,4,14.459,3,14.285,4,0,3,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
