┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
199	NGC_2632	547-045739	130.396	62	19.2657	66	93	1995.57	1995.82	15.451	15.296	0.1	0	0	2	2	2	-5.3	3.9	-2.2	4.2	14.291	0.03	5	13.984	0.03	5	13.867	0.05	5	16.189	7	15.495	6	15.813	1	15.364	4	15.155	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
200	NGC_2632	547-045740	130.399	27	19.3669	24	38	1996.74	1994.92	13.831	13.789	0.14	0	0	4	4	3	-0.3	2.5	-0.4	2.1	12.307	0.02	5	11.819	0.02	5	11.738	0.02	5	14.884	0	13.948	2	14.361	2	13.668	2	13.381	4	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
201	NGC_2632	547-045741	130.403	34	19.2484	28	45	1996.9	1998.59	14.234	14.336	0.11	0	0	4	4	3	6.9	3.2	-16.5	3.2	12.9	0.02	5	12.384	0.02	5	12.288	0.02	5	15.494	2	14.564	3	14.951	1	14.23	0	13.915	9	0	0	0	0	0	0	1	0	0	1	0	0	0	0.07	0	0	0	0	0
202	NGC_2632	547-045742	130.406	120	19.3567	119	182	1992.07	1991.48	16.298	16.199	-9999.99	0	0	1	1	2	-8.9	6.1	1.6	5.9	15.399	0.04	5	14.841	0.06	5	14.666	0.09	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
203	NGC_2632	547-045743	130.406	37	19.3981	76	108	1997.47	1989.3	14.423	14.633	0.21	0	0	4	4	3	-2.3	3.4	12.4	6.3	13.042	0.02	5	12.56	0.02	5	12.433	0.02	5	15.856	1	14.777	2	15.244	1	14.468	2	14.167	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0.65	0	0	0	0	0
204	NGC_2632	547-045744	130.408	34	19.2652	27	45	1995.08	1997.36	14.214	14.241	0.11	0	0	4	3	3	-5.3	2.7	-11	2.8	13.008	0.02	5	12.665	0.02	5	12.567	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0	0.94	0.95	0	0	1	0
205	NGC_2632	547-045746	130.413	30	19.2658	23	40	1993.4	1997.72	12.813	12.777	0.1	0	0	4	3	3	-38.3	2.1	-7.7	2.3	11.205	0.02	5	10.674	0.02	5	10.574	0.02	5	14.177	2	13.089	1	13.616	0	12.67	2	12.341	5	0	0	0	0	0	0	1	0	0	1	0	0	0.92	0.98	0.98	0.99	1	1	1
206	NGC_2632	547-045747	130.415	43	19.3363	44	62	1998.48	1998.82	15.163	15.237	0.14	0	0	2	2	2	-0.3	3.9	1.6	4.2	14.13	0.02	5	13.874	0.04	5	13.752	0.04	5	15.99	4	15.288	1	15.559	3	15.15	2	14.898	13	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
207	NGC_2632	547-045748	130.432	21	19.2719	24	32	1998.52	1997.74	13.022	12.998	0.12	0	0	4	4	3	-4.7	2.2	17.9	2.4	11.952	0.02	5	11.661	0.02	5	11.62	0.02	5	13.596	1	13.032	1	13.269	1	12.919	3	12.76	11	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
208	NGC_2632	547-045749	130.433	41	19.3023	43	60	1998.29	1998.43	15.027	14.956	0.07	0	34	2	2	2	-41.4	3.6	-11.4	3.8	12.475	0.02	5	11.795	0.02	5	11.635	0.02	5	17.037	6	15.511	4	16.261	5	14.86	4	14.03	4	0	0	0	0	0	0	0	0	0	2	0	0	0.99	0.92	0.93	1	1	1	1
209	NGC_2632	547-045750	130.44	29	19.2673	23	48	1971.66	1978.47	10.11	10.08	0.02	0	0	4	3	9	-35.8	0.9	-13.4	0.8	9.223	0.02	5	9.029	0.02	5	8.933	0.02	5	10.697	1	10.14	2	10.387	1	10.02	1	9.952	3	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
210	NGC_2632	547-045751	130.449	18	19.3475	20	28	1990.8	1993.97	11.893	11.869	0.06	0	0	4	4	6	-2.8	0.8	-2.8	1	10.776	0.02	5	10.472	0.02	5	10.387	0.02	5	12.633	1	11.949	2	12.245	2	11.79	0	11.595	8	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0
211	NGC_2632	547-045752	130.453	19	19.3099	24	35	1981.53	1989.87	12.174	12.154	0.08	0	0	4	4	7	-16.6	0.7	3.3	1.1	11.418	0.02	5	11.299	0.02	5	11.252	0.02	5	12.43	2	12.05	1	12.179	1	12.031	3	12.015	6	0	0	1	1	1	1	1	1	0	1	0	0	0	0.45	0	0	0	0	0
212	NGC_2632	547-045753	130.461	85	19.3605	85	127	1993.89	1993.35	15.713	16.183	0.22	0	0	2	2	2	-4.2	4.7	-2.8	4.6	14.309	0.03	5	13.682	0.03	5	13.539	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
213	NGC_2632	547-045754	130.475	27	19.2635	26	38	1997.71	1997.86	13.121	13.127	0.11	0	0	4	4	3	1.7	3.1	-5.5	3.1	12.124	0.02	5	11.902	0.02	5	11.876	0.02	5	13.706	1	13.125	1	13.366	0	13.001	1	12.854	6	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
214	NGC_2632	547-045755	130.477	21	19.2574	40	53	1989.73	1984.37	11.189	11.171	0.04	0	0	4	3	7	-35.2	1	-8.2	1.7	10.026	0.02	5	9.732	0.02	5	9.643	0.02	5	12.104	4	11.354	2	11.683	2	11.156	1	10.967	5	0	0	0	1	1	0	1	1	0	1	0	0	0.97	0.99	0.99	0.99	1	1	1
215	NGC_2632	547-045756	130.477	25	19.2328	28	40	1988.74	1992.65	12.095	12.072	0.07	0	0	4	3	5	-7.7	1.1	-4.8	1.3	11.186	0.02	5	10.972	0.02	5	10.924	0.02	5	12.572	2	12.092	2	12.269	1	11.998	1	11.866	6	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0
216	NGC_2632	547-045757	130.493	69	19.3059	145	211	1994.24	1975.87	15.791	16.031	0.35	0	0	2	2	2	-2.9	4	2.2	5.6	14.957	0.04	5	14.729	0.06	5	14.724	0.1	5	16.671	6	16.207	1	16.358	1	15.949	1	15.863	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
217	NGC_2632	547-045758	130.496	110	19.219	109	176	1987.97	1987.51	16.147	16.353	-9999.99	0	0	1	1	2	-14.6	4.9	-3.8	4.8	14.42	0.03	5	13.798	0.04	5	13.653	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.93	0.97	0	0	1	0
218	NGC_2632	547-045759	130.497	28	19.2862	39	51	1996.85	1993.85	14.446	14.386	0.19	0	0	4	3	3	-46.3	2.5	-29.3	2.8	13.229	0.02	5	12.935	0.03	5	12.905	0.02	5	15.048	3	14.413	2	14.664	1	14.268	1	14.058	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
219	NGC_2632	547-045760	130.509	130	19.2975	87	209	1973.39	1990.23	16.366	16.021	0.19	0	0	2	2	2	-1	5	-6.5	4.1	14.969	0.04	5	14.663	0.07	5	14.528	0.09	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
220	NGC_2632	547-045761	130.51	99	19.3137	144	241	1985.26	1972.58	15.826	16.188	0.18	0	0	2	2	2	-5.5	4.2	-7.1	5.6	14.753	0.04	5	14.406	0.05	5	14.195	0.06	5	17.365	12	16.348	1	16.833	1	16.027	4	15.761	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
221	NGC_2632	547-045762	130.514	34	19.3061	33	49	1996.5	1996.63	14.623	14.629	0.15	0	0	4	4	3	-9.6	3	2.1	3	13.599	0.03	5	13.243	0.03	5	13.169	0.03	5	15.306	2	14.642	2	14.881	0	14.506	2	14.259	8	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
222	NGC_2632	547-045763	130.515	135	19.3733	141	280	1971.96	1974.41	16.366	16.321	-9999.99	0	0	1	1	2	-7.1	5.2	-2.8	5.4	15.3	0.05	5	15.231	0.09	5	14.992	0.13	6	17.077	9	16.384	1	16.638	4	16.118	6	16.194	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
223	NGC_2632	547-045764	130.517	107	19.2786	118	195	1982.91	1981.79	15.933	15.929	0.49	0	0	2	2	2	-1.8	4.3	-3.4	4.7	15.015	0.04	5	14.664	0.06	5	14.624	0.1	5	16.673	1	16.048	5	16.334	6	15.879	9	15.993	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
224	NGC_2632	547-045765	130.521	44	19.2639	46	64	1998.35	1998.57	15.175	15.229	0.21	0	0	3	2	2	-1.2	3.8	-6.4	4.2	13.803	0.03	5	13.403	0.03	5	13.318	0.03	5	16.222	1	15.358	4	15.723	3	15.105	1	14.811	14	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
225	NGC_2632	547-045766	130.521	124	19.3659	120	187	1991.5	1991.36	16.153	16.16	-9999.99	0	0	1	1	2	2.9	6.2	-16.5	5.9	14.253	0.02	5	13.563	0.03	5	13.433	0.04	5	18.535	36	16.776	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.12	0	0	0	0	0
226	NGC_2632	547-045767	130.524	34	19.2332	20	41	1992.29	1995.88	13.013	12.985	0.1	0	0	4	4	4	4.2	1.7	-4.8	1.4	11.937	0.02	5	11.655	0.02	5	11.6	0.02	5	13.653	0	13.034	2	13.298	1	12.905	0	12.727	5	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
227	NGC_2632	547-045768	130.531	59	19.2938	37	71	1996.37	1999.52	14.738	14.682	0.09	0	0	2	2	2	-3	4	-3.5	4.2	13.465	0.02	5	13.044	0.02	5	12.955	0.03	5	15.829	4	14.929	3	15.319	2	14.665	6	14.461	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
228	NGC_2632	547-045769	130.542	218	19.2906	206	355	1984.5	1985.04	16.579	-9999.99	-9999.99	0	0	1	1	2	-4.4	9	-1.5	8.6	15.843	0.07	5	15.361	0.1	5	15.282	0.17	7	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
229	NGC_2632	547-045771	130.544	94	19.312	60	124	1986.82	1996.01	15.524	15.394	0.12	0	0	2	2	2	-1.4	4.1	-4.6	3.9	13.753	0.02	5	13.157	0.02	5	13.035	0.03	5	17.089	7	15.794	0	16.442	2	15.38	7	14.936	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
230	NGC_2632	547-045772	130.548	22	19.277	18	30	1994.42	1994.76	12.01	11.991	0.07	0	0	4	4	4	-37.6	1.3	-11.6	1.3	10.66	0.02	5	10.242	0.02	5	10.173	0.02	5	13.06	0	12.143	1	12.572	1	11.852	3	11.605	7	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1
231	NGC_2632	547-045774	130.554	21	19.2677	26	34	1998.45	1998.23	13.218	13.152	0.14	0	0	4	4	3	-36.8	2.3	-15.1	2.9	11.219	0.02	5	10.627	0.02	5	10.481	0.01	5	14.672	2	13.453	1	14.069	1	12.959	3	12.516	5	0	0	0	0	0	0	1	0	0	1	0	0	0.99	0.99	1	1	1	1	1
232	NGC_2632	547-045775	130.569	86	19.2815	49	105	1991.15	1998.36	15.055	15.3	0.15	0	0	2	2	2	-6.7	4.2	-5	4.3	14.192	0.03	5	13.897	0.04	5	13.848	0.05	5	15.95	3	15.297	1	15.536	2	15.18	4	15.051	12	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
233	NGC_2632	547-045776	130.569	135	19.3468	95	220	1973.62	1988.29	16.375	16.326	0.27	0	0	2	2	2	-10.8	5.2	-0.7	4.2	14.887	0.04	5	14.273	0.04	5	14.21	0.07	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
234	NGC_2632	547-045777	130.569	78	19.3881	81	122	1991.55	1991.61	15.758	15.779	0.04	0	0	2	1	2	-1	3.9	-1.1	4	14.797	0.04	5	14.284	0.04	5	14.261	0.07	5	16.777	5	15.977	6	16.238	3	15.775	8	15.508	24	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
235	NGC_2632	547-045778	130.571	75	19.3421	80	117	1992.34	1992.69	15.648	15.438	0.23	0	0	2	1	2	-11.2	3.9	0.6	4.2	13.745	0.02	5	13.167	0.03	5	12.982	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.99	0.99	0	0	1	0
236	NGC_2632	547-045779	130.581	53	19.3236	49	73	1996.95	1998.11	15.174	15.146	0.17	0	0	2	2	2	-15.9	3.8	14.1	4.1	13.848	0.03	5	13.473	0.03	5	13.291	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.01	0	0	0	0	0
237	NGC_2632	547-045780	130.583	45	19.3207	25	53	1997.66	1996.59	14.021	13.985	0.14	0	0	4	4	3	6.9	4.2	-11.5	2.3	12.801	0.02	5	12.474	0.02	5	12.362	0.02	5	14.93	5	14.125	2	14.496	1	13.906	2	13.73	9	0	0	0	0	0	0	1	0	0	1	0	0	0	0.66	0.74	0	0	1	0
238	NGC_2632	547-045781	130.599	71	19.3954	61	98	1993.14	1996.01	15.61	15.478	0.1	0	0	2	2	2	3.7	3.8	-25.6	4	13.983	0.02	5	13.439	0.03	5	13.323	0.03	5	16.835	7	15.793	1	16.383	1	15.441	4	15.129	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
239	NGC_2632	547-045782	130.633	77	19.3663	78	117	1991.81	1993.01	15.862	15.767	0.19	0	0	2	2	2	-5.5	3.9	2.4	4.2	14.692	0.03	5	14.36	0.04	5	14.247	0.07	5	16.531	10	15.858	2	16.122	1	15.714	6	15.467	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
240	NGC_2632	547-045784	130.634	16	19.3962	26	38	1986.75	1971.95	10.927	10.902	0.05	0	0	4	3	9	-36.5	0.6	-13.5	0.8	9.836	0.02	5	9.536	0.02	5	9.458	0.02	5	11.656	1	10.954	0	11.277	1	10.793	2	10.634	6	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
241	NGC_2632	548-046019	129.48	74	19.5732	69	107	1992.36	1994.48	16.02	15.849	0.12	0	0	3	3	2	7.1	3.8	-1.2	4	14.659	0.03	5	14.177	0.05	5	14.135	0.05	5	17.147	5	16.26	11	16.631	8	15.953	4	15.664	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.97	0.97	0	0	1	0
242	NGC_2632	548-046021	129.482	24	19.5969	25	35	1999.27	1998	14.654	14.554	0.08	0	0	5	5	3	3.8	3.1	1.2	2.7	13.73	0.03	5	13.449	0.03	5	13.393	0.03	5	15.382	6	14.771	1	15.018	2	14.634	1	14.569	8	0	0	0	0	0	0	1	0	0	1	0	0	0	0.98	0.98	0	0	1	0
243	NGC_2632	548-046023	129.487	14	19.55	14	21	1990.74	1991.44	11.713	11.672	0.04	0	0	6	6	5	-49.4	0.6	7.7	0.6	10.685	0.03	5	10.332	0.03	5	10.32	0.02	5	12.411	1	11.779	1	12.049	2	11.616	1	11.503	2	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0
244	NGC_2632	548-046027	129.508	18	19.5192	19	26	1997.62	1998.11	13.626	13.557	0.08	0	0	6	6	3	0.9	1.7	-14.1	2	12.642	0.03	5	12.354	0.03	5	12.291	0.02	5	14.363	1	13.738	1	14.008	1	13.6	1	13.463	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0.5	0	0	0	0	0
245	NGC_2632	548-046028	129.516	108	19.5665	112	189	1982.05	1983.36	16.05	15.981	0.28	0	0	2	1	2	-9	4.3	-10.2	4.6	15.004	0.04	5	14.526	0.04	5	14.408	0.06	5	-9999.99	-9999.99	16.538	8	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.91	0.9	0	0	1	0
246	NGC_2632	548-046029	129.521	27	19.5937	17	32	1997.68	1998.27	13.521	13.481	0.08	0	0	6	6	3	-1.2	2.8	-4.9	2.3	11.995	0.03	5	11.447	0.03	5	11.346	0.02	5	14.734	6	13.795	1	14.235	1	13.49	1	13.203	1	0	0	0	0	0	0	7	0	0	7	0	0	0	1	1	0	0	1	0
247	NGC_2632	548-046031	129.529	19	19.5908	19	27	1998.92	1999.79	13.73	13.707	0.08	0	0	6	6	3	-14.9	2.5	-12.7	3.1	12.074	0.03	5	11.518	0.03	5	11.427	0.02	5	15.269	3	14.133	3	14.691	1	13.671	1	13.33	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0.18	0	0	0	0	0
248	NGC_2632	548-046033	129.538	19	19.5163	18	26	1999.19	1998.09	14.192	14.13	0.08	0	34	8	7	3	-9.6	2.4	-7.7	2.2	13.113	0.03	5	12.74	0.03	5	12.757	0.02	5	15.086	7	14.36	2	14.668	2	14.171	1	13.968	7	0	0	0	0	0	0	2	0	0	2	0	0	0	0.98	0.99	0	0	1	0
249	NGC_2632	548-046034	129.54	31	19.5221	32	44	1999.78	1999.93	14.665	14.729	0.07	0	0	5	4	2	7.4	3.9	-5.9	4.3	13.837	0.03	5	13.508	0.03	5	13.451	0.03	5	15.624	3	14.995	8	15.233	1	14.826	1	14.659	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0.98	0.99	0	0	1	0
250	NGC_2632	548-046035	129.54	112	19.5518	116	196	1981.85	1983.65	15.991	16.541	-9999.99	0	0	1	1	2	-2	4.5	1.6	4.7	15.651	0.07	5	15.227	0.08	5	15.465	0.15	6	17.04	9	16.533	1	16.93	1	16.246	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
251	NGC_2632	548-046036	129.545	18	19.4188	15	23	1997.68	1999.64	13.64	13.615	0.08	0	0	8	8	3	-3.8	1.9	-5	2.3	12.806	0.03	5	12.59	0.03	5	12.538	0.02	5	14.243	1	13.758	1	13.943	0	13.673	1	13.592	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
252	NGC_2632	548-046037	129.559	133	19.4681	92	215	1973.75	1988.9	16.198	16.001	-9999.99	0	0	1	1	2	-9.4	5.1	-8.5	4.2	15.077	0.04	5	14.699	0.06	25	14.4	0.06	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.97	0.99	0	0	1	0
253	NGC_2632	548-046038	129.56	19	19.5513	35	45	1983.02	1986.99	11.058	11.039	0.02	0	0	6	6	7	-8	0.7	-9.7	1.4	10.28	0.03	5	10.102	0.03	5	10.054	0.02	5	11.52	2	11.077	1	11.258	0	11.005	3	10.978	2	0	0	1	1	1	1	1	1	0	0	0	0	0	0.96	0.98	0	0	1	0
254	NGC_2632	548-046040	129.563	38	19.428	40	55	1998.7	1998.81	15.612	15.533	0.06	0	0	4	4	2	-6.3	3.6	-11.6	3.8	14.194	0.03	5	13.593	0.03	5	13.598	0.03	5	17.029	16	15.942	3	16.429	2	15.635	6	15.231	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.88	0.91	0	0	1	0
255	NGC_2632	548-046041	129.569	70	19.5017	95	130	1993.69	1988.18	15.961	16.397	0.21	0	0	3	3	2	-6.1	3.9	-1.2	4.2	15.186	0.04	5	14.757	0.05	5	14.68	0.08	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
256	NGC_2632	548-046042	129.582	43	19.5688	60	75	1998.39	1996.65	15.226	15.226	0.12	0	0	3	3	2	-8.2	3.8	-0.8	4.2	14.174	0.03	5	13.797	0.03	5	13.731	0.04	5	16.251	2	15.462	4	15.801	3	15.181	0	15.124	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
257	NGC_2632	548-046043	129.583	20	19.4057	16	25	1998.88	1999.92	13.893	13.957	0.08	0	0	8	8	3	1.5	2.3	4	2.6	12.986	0.03	5	12.589	0.03	5	12.574	0.03	5	14.763	1	14.141	3	14.411	0	13.972	3	13.91	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0.96	0.96	0	0	1	0
258	NGC_2632	548-046044	129.587	21	19.4723	16	26	1999.88	1999.97	13.864	13.903	0.08	0	0	8	8	3	9.4	3.4	-6.7	3.1	12.601	0.03	5	12.073	0.03	5	12.02	0.02	5	15.05	1	14.186	1	14.573	2	13.933	1	13.682	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0.89	0.97	0	0	1	0
259	NGC_2632	548-046045	129.597	134	19.4874	136	257	1976.59	1976.3	16.326	16.26	-9999.99	0	0	1	1	2	-8.5	5.2	3.2	5.2	15.371	0.05	5	14.975	0.07	5	14.838	0.08	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
260	NGC_2632	548-046047	129.609	33	19.5228	51	61	1999.69	1998.4	14.91	14.939	0.03	0	0	3	3	2	-5.9	4	0.7	4.5	14.083	0.03	5	13.763	0.04	5	13.859	0.05	5	15.74	5	15.189	5	15.405	1	15.083	1	14.896	9	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
261	NGC_2632	548-046048	129.63	44	19.5849	47	65	1998.33	1998.43	15.366	15.227	0.14	0	0	3	3	2	-1.3	3.8	-4.1	4.2	14.391	0.03	5	14.055	0.04	5	14.034	0.05	5	16.142	15	15.5	4	15.822	3	15.36	4	15.364	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
262	NGC_2632	548-046049	129.634	15	19.4652	17	27	1979.33	1981.65	9.784	9.764	0.01	0	0	8	8	10	-13.7	0.5	-7.4	0.6	8.185	0.03	5	7.662	0.02	5	7.543	0.02	5	11.008	1	10.049	0	10.462	1	9.881	10	9.33	4	0	0	1	1	1	1	1	1	0	1	0	0	0	0.83	0.92	0	0	1	0
263	NGC_2632	548-046050	129.636	96	19.5963	89	148	1986.06	1989.96	16.076	16.081	-9999.99	0	0	1	1	2	-1.4	4.1	-1.3	4.2	14.695	0.03	5	14.165	0.04	5	14.088	0.06	5	17.265	11	16.364	1	16.733	1	16.06	1	15.824	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
264	NGC_2632	548-046051	129.652	27	19.5104	12	34	1982.67	1987.9	12.196	12.186	0.03	0	0	10	10	4	18.1	0.9	-22.1	0.5	11.263	0.02	5	10.95	0.02	5	10.924	0.02	5	13.003	2	12.357	0	12.637	1	12.197	1	12.084	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
265	NGC_2632	548-046052	129.662	91	19.4829	78	132	1988.37	1993.02	15.723	15.837	0.15	0	0	3	3	2	-2.8	4.1	-1.7	4.2	15.028	0.04	5	14.71	0.06	5	14.68	0.1	5	17.147	1	16.305	1	16.639	1	16.089	4	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
266	NGC_2632	548-046053	129.664	23	19.53	24	36	1998.16	1991.61	14.105	14.028	0.1	0	0	6	6	3	-8.9	2.3	-4.6	1.8	13.15	0.02	5	12.848	0.03	5	12.755	0.03	5	14.783	3	14.233	1	14.472	1	14.117	2	14.036	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
267	NGC_2632	548-046054	129.67	22	19.5681	19	29	1998.87	1999.61	13.882	13.844	0.09	0	0	8	8	3	-23.3	2.5	-21.2	2.7	12.592	0.02	5	12.167	0.02	5	12.113	0.02	5	14.98	2	14.109	1	14.521	0	13.844	2	13.635	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
268	NGC_2632	548-046055	129.673	29	19.4217	33	44	1998.71	1999.8	14.063	14.044	0.09	0	0	10	10	3	-40.6	3.6	-14.3	5.6	11.997	0.02	5	11.341	0.02	5	11.188	0.02	5	16.023	7	14.64	2	15.358	4	14.024	2	13.42	3	0	0	0	0	0	0	1	0	0	1	0	0	0.99	0.95	0.99	1	1	1	1
269	NGC_2632	548-046056	129.682	47	19.5982	41	63	1997.8	1998.9	15.611	15.49	0.09	0	0	4	4	2	6.8	3.7	-3.7	4	14.593	0.03	5	14.29	0.04	5	14.193	0.07	5	16.466	1	15.775	1	16.091	8	15.665	3	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.99	0.98	0	0	1	0
270	NGC_2632	548-046057	129.691	28	19.4467	19	35	1999.33	1994.62	14.426	14.458	0.08	0	0	10	8	3	-4.6	3.5	-4.7	1.8	13.48	0.02	5	13.156	0.03	5	13.102	0.03	5	15.462	2	14.71	1	15.018	1	14.518	2	14.32	5	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
271	NGC_2632	548-046059	129.691	22	19.5759	33	40	1991.61	1997.52	12.462	12.43	0.05	0	0	8	8	5	4.3	0.9	-17.7	2.4	11.566	0.02	5	11.385	0.03	25	11.341	0.03	5	12.982	0	12.465	1	12.693	0	12.366	1	12.29	2	0	0	0	7	7	0	7	7	0	7	0	0	0	0.04	0.02	0	0	0	0
272	NGC_2632	548-046060	129.693	58	19.5224	52	79	1996.07	1997.64	15.839	15.562	0.18	0	0	4	4	2	-18.2	3.8	9.4	4.1	14.754	0.04	5	14.364	0.05	5	14.419	0.08	5	16.518	6	15.879	3	16.171	7	15.821	1	15.687	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0.03	0	0	0	0	0
