K2 ID	Dataset Name	Campaign	Object type	RA (J2000)	Dec (J2000)	Target Type	Actual Start Time	Actual End Time	Investigation ID	R Mag	R Mag Err	J Mag	J Mag Err	KEP Mag	Kep Flag	Hip ID	Tyc ID	SDSS ID	UCAC ID	2MASS ID	2MASS Flag	Module	Output	Channel	Ang Sep (')
211983476	K2EVEREST211983476-C05	5	STAR	08 41 26.027	+19 59 15.19	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097	17.542	0.006	13.890	0.026	16.973	gri			5038-301-3-0029-0300		08412602+1959151		14	4	48	24.158
211938530	K2EVEREST211938530-C05	5	STAR	08 41 03.149	+19 18 09.30	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5048_GO5095	19.383	0.013	15.006	0.044	18.595	gri			5037-301-2-0115-0449		08410314+1918093		14	1	45	24.179
211944929	K2EVEREST211944929-C05	5	STAR	08 41 37.525	+19 23 53.32	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.471	0.020	13.042	0.022	14.497	gri			5037-301-2-0116-0183	547-045743	08413753+1923533		14	1	45	24.189
211952954	K2EVEREST211952954-C05	5	STAR	08 41 57.646	+19 31 03.49	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5097	17.273	0.006	14.014	0.026	16.831	gri			5037-301-2-0117-0319		08415764+1931034		14	1	45	24.314
211988287	K2EVEREST211988287-C05	5	STAR	08 39 55.062	+20 03 54.09	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5074_GO5086	10.031	0.050	9.199	0.022	10.076	gri				551-045014	08395506+2003541		14	3	47	24.425
211956426	K2EVEREST211956426-C05	5	STAR	08 38 41.604	+19 34 18.09	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	18.936	0.010	14.831	0.033	18.240	gri			5037-301-3-0113-0552		08384160+1934180		14	2	46	24.442
211982334	K2EVEREST211982334-C05	5	STAR	08 41 33.828	+19 58 08.71	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5104_GO5106	11.449	0.010	10.392	0.023	11.522	gri				550-046006	08413384+1958087		14	4	48	24.523
211946722	K2EVEREST211946722-C05	5	STAR	08 38 59.312	+19 25 28.15	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5033	11.167	0.010	10.607	0.020	11.178	gri				548-046078	08385931+1925280		14	2	46	24.535
211945329	K2EVEREST211945329-C05	5	STAR	08 39 03.085	+19 24 15.59	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5048_GO5095	18.168	0.007	14.261	0.027	17.512	gri			5071-301-6-0108-0378		08390308+1924155		14	2	46	24.607
211956190	K2EVEREST211956190-C05	5	STAR	08 38 40.873	+19 34 05.02	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5060	13.844	0.020	12.592	0.022	13.903	gri				548-046054	08384088+1934050		14	2	46	24.663
211951863	K2EVEREST211951863-C05	5	STAR	08 38 46.946	+19 30 03.34	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5033_GO5035_GO5048_GO5074_GO5086	9.468	0.120	8.346	0.024	9.168	gri		1395-1913-1		548-046061	08384695+1930033		14	2	46	24.674
211958281	K2EVEREST211958281-C05	5	STAR	08 42 05.468	+19 35 58.25	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5089_GO5104	10.317	0.020	8.980	0.023	10.371	gri				548-046246	08420547+1935585		14	1	45	24.702
211953932	K2EVEREST211953932-C05	5	STAR	08 38 43.451	+19 31 56.78	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5097	17.355	0.006	14.283	0.026	16.979	gri			5037-301-3-0113-0481		08384344+1931567		14	2	46	24.720
211940888	K2EVEREST211940888-C05	5	STAR	08 39 19.235	+19 20 18.82	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.389	0.020	11.435	0.022	12.448	gri				547-045633	08391923+1920187		14	2	46	24.912
211989620	K2EVEREST211989620-C05	5	STAR	08 40 15.208	+20 05 14.02	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5097	17.662	0.006	13.567	0.027	16.952	gri			5045-301-3-0128-0279		08401520+2005140		14	3	47	24.964
211976127	K2EVEREST211976127-C05	5	STAR	08 38 48.836	+19 52 18.63	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	12.713	0.010	10.910	0.023	12.768	gri				550-045860	08384883+1952186		14	3	47	25.023
211988382	K2EVEREST211988382-C05	5	STAR	08 40 58.926	+20 03 59.29	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5032			13.346	0.025	15.525	JHK			5045-301-3-0129-0189	551-045067	08405892+2003591		14	4	48	25.190
211942812	K2EVEREST211942812-C05	5	STAR	08 41 35.671	+19 22 00.76	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	13.671	0.020	12.307	0.022	13.680	gri				547-045740	08413567+1922007		14	1	45	25.200
211937453	K2EVEREST211937453-C05	5	STAR	08 41 04.621	+19 17 10.65	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.585	0.020	11.723	0.022	12.630	gri				547-045720	08410462+1917106		14	1	45	25.214
211986537	K2EVEREST211986537-C05	5	STAR	08 41 15.414	+20 02 15.95	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095	13.680	0.040	11.833	0.022	13.695	gri			5045-301-3-0129-0034	551-045079	08411541+2002160		14	4	48	25.259
211954717	K2EVEREST211954717-C05	5	STAR	08 42 04.486	+19 32 42.77	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095			14.711	0.035	17.183	JHK					08420448+1932427		14	1	45	25.262
211935052	K2EVEREST211935052-C05	5	STAR	08 40 13.422	+19 15 04.29	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.442	0.010	13.148	0.022	14.485	gri				547-045681	08401340+1915041		14	2	46	25.337
211941382	K2EVEREST211941382-C05	5	STAR	08 39 13.720	+19 20 46.13	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	13.769	0.030	12.363	0.020	13.828	gri				547-045626	08391371+1920460		14	2	46	25.354
211936696	K2EVEREST211936696-C05	5	STAR	08 39 44.665	+19 16 30.77	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5033_GO5040_GO5048_GO5086	8.965	0.040	7.226	0.018	9.167	gri		1395-2198-1		547-045651	08394466+1916308		14	2	46	25.402
211938106	K2EVEREST211938106-C05	5	STAR	08 39 32.807	+19 17 43.86	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5033	10.941	0.010	10.465	0.020	10.952	gri				547-045640	08393280+1917439		14	2	46	25.416
211945852	K2EVEREST211945852-C05	5	STAR	08 41 47.767	+19 24 43.86	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5095_GO5104	11.271	0.020	10.386	0.020	11.295	gri				548-046231	08414776+1924439		14	1	45	25.486
211983125	K2EVEREST211983125-C05	5	STAR	08 39 07.877	+19 58 53.23	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.441	0.010	11.546	0.020	12.486	gri				550-045873	08390787+1958532		14	3	47	25.497
211990313	K2EVEREST211990313-C05	5	STAR	08 40 28.470	+20 05 51.32	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048_GO5097	17.105	0.005	13.866	0.026	16.665	gri			5045-301-3-0128-0310		08402847+2005513		14	3	47	25.574
211940576	K2EVEREST211940576-C05	5	STAR	08 39 15.728	+19 20 02.48	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	19.251	0.012	15.001	0.038	18.500	gri			5061-301-6-0110-0478		08391572+1920024		14	2	46	25.627
211942585	K2EVEREST211942585-C05	5	STAR	08 39 06.930	+19 21 48.53	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5038	17.593	0.006	16.392	0.116	17.615	gri			5061-301-6-0110-0130		08390693+1921485		14	2	46	25.640
211939969	K2EVEREST211939969-C05	5	STAR	08 41 26.020	+19 19 27.15	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	13.079	0.042	11.136	0.022	13.134	gri				547-045732	08412602+1919272		14	1	45	25.726
211985906	K2EVEREST211985906-C05	5	STAR	08 39 20.444	+20 01 37.05	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048			15.607	0.056	17.074	J					08392044+2001370		14	3	47	25.774
211982304	K2EVEREST211982304-C05	5	STAR	08 41 42.043	+19 58 07.17	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5046	17.421	0.006	15.213	0.049	17.363	gri			5038-301-3-0029-0319		08414204+1958071		14	4	48	25.871
211981916	K2EVEREST211981916-C05	5	STAR	08 41 43.681	+19 57 43.70	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5106	12.042	0.010	10.765	0.022	12.125	gri				550-046018	08414368+1957437		14	4	48	25.888
211937793	K2EVEREST211937793-C05	5	STAR	08 41 13.906	+19 17 28.62	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011	19.642	0.015	14.799	0.038	18.690	gri			5037-301-2-0115-0459		08411390+1917286		14	1	45	25.894
211990908	K2EVEREST211990908-C05	5	STAR	08 40 22.310	+20 06 24.38	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5064_GO5086	10.037	0.060	9.137	0.022	10.042	gri		1398-158-1		551-045044	08402231+2006243		14	3	47	26.082
211939989	K2EVEREST211939989-C05	5	STAR	08 39 15.379	+19 19 28.44	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5048_GO5095	19.029	0.011	14.863	0.035	18.301	gri			5061-301-6-0110-0476		08391538+1919284		14	2	46	26.128
211989807	K2EVEREST211989807-C05	5	STAR	08 40 53.976	+20 05 24.39	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097	17.170	0.005	13.796	0.026	16.665	gri			5045-301-3-0129-0180		08405397+2005243		14	4	48	26.171
211943618	K2EVEREST211943618-C05	5	STAR	08 38 59.068	+19 22 44.27	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	13.954	0.010	12.670	0.022	14.054	gri			5071-301-6-0107-0125	547-045610	08385906+1922441		14	2	46	26.324
211985566	K2EVEREST211985566-C05	5	STAR	08 39 14.530	+20 01 19.22	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095	15.283	0.010	12.602	0.022	14.994	gri			5037-301-4-0115-0512	551-044978	08391453+2001191		14	3	47	26.345
211969807	K2EVEREST211969807-C05	5	STAR.Exoplanet	08 38 32.820	+19 46 25.78	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5007_GO5018_GO5024_GO5048_GO5095			12.878	0.025	15.149	JHK			5045-301-3-0124-0415	549-045393	08383283+1946256		14	3	47	26.455
211946063	K2EVEREST211946063-C05	5	STAR	08 38 50.730	+19 24 54.15	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5018_GO5024_GO5048_GO5054_GO5095_GO5097	16.433	0.004	13.190	0.024	15.988	gri			5071-301-6-0107-0281		08385072+1924541		14	2	46	26.500
211989558	K2EVEREST211989558-C05	5	STAR	08 39 42.786	+20 05 10.38	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5023_GO5033_GO5045_GO5048_GO5064	8.889	0.040	7.251	0.018	8.573	gri		1398-128-1		551-045005	08394279+2005103		14	3	47	26.520
211991234	K2EVEREST211991234-C05	5	STAR	08 40 07.028	+20 06 43.10	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5089	13.558	0.030	12.434	0.022	13.547	gri				551-045026	08400701+2006431		14	3	47	26.634
211941002	K2EVEREST211941002-C05	5	STAR	08 39 07.110	+19 20 24.87	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5060_GO5089	13.867	0.010	12.687	0.020	13.885	gri				547-045619	08390711+1920248		14	2	46	26.636
211979087	K2EVEREST211979087-C05	5	STAR	08 38 47.915	+19 55 05.24	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5060	14.407	0.020	13.318	0.025	14.462	gri			5045-301-3-0125-0192	550-045858	08384792+1955054		14	3	47	26.643
211976382	K2EVEREST211976382-C05	5	STAR	08 42 02.884	+19 52 32.47	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.611	0.050	13.368	0.027	14.706	gri				550-046029	08420288+1952324		14	4	48	26.652
211952482	K2EVEREST211952482-C05	5	STAR	08 38 36.586	+19 30 37.44	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060	12.194	0.010	11.263	0.022	12.245	gri				548-046051	08383659+1930374		14	2	46	26.699
211988531	K2EVEREST211988531-C05	5	STAR	08 39 30.420	+20 04 08.59	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5104	10.157	0.030	9.140	0.041	10.167	gri				551-044990	08393042+2004087		14	3	47	26.750
211957437	K2EVEREST211957437-C05	5	STAR	08 38 30.401	+19 35 12.03	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5034	16.975	0.005			16.950	gri			5037-301-3-0112-0252				14	2	46	26.820
211988401	K2EVEREST211988401-C05	5	STAR	08 41 16.573	+20 04 00.44	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	13.971	0.040	12.445	0.022	13.968	gri			5045-301-3-0129-0055	551-045081	08411657+2004005		14	4	48	26.913
211933524	K2EVEREST211933524-C05	5	STAR	08 40 39.241	+19 13 41.86	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5033_GO5040_GO5048_GO5086	8.969	0.040	7.329	0.019	9.156	gri		1395-2321-1		547-045697	08403924+1913418		14	2	46	26.928
211935711	K2EVEREST211935711-C05	5	STAR	08 39 36.436	+19 15 37.83	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095_GO5101	13.787	0.020	11.809	0.020	13.829	gri				547-045644	08393643+1915378		14	2	46	26.947
211984243	K2EVEREST211984243-C05	5	STAR	08 39 03.586	+19 59 59.09	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5033_GO5035_GO5048_GO5086	9.025	0.090	7.860	0.023	8.708	gri		1395-821-1		550-045869	08390359+1959591		14	3	47	26.988
211967046	K2EVEREST211967046-C05	5	STAR	08 42 16.099	+19 43 52.68	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060	12.078	0.010	11.045	0.022	12.162	gri				549-045588	08421609+1943526		14	4	48	27.043
211948214	K2EVEREST211948214-C05	5	STAR	08 42 01.595	+19 26 46.10	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095			14.133	0.027	16.197	JHK					08420159+1926461		14	1	45	27.056
211978988	K2EVEREST211978988-C05	5	STAR	08 41 59.341	+19 54 59.78	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.520	0.020	11.516	0.025	12.588	gri				550-046027	08415934+1954599		14	4	48	27.155
211987532	K2EVEREST211987532-C05	5	STAR	08 39 19.728	+20 03 10.72	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5104	9.440	0.040	7.620	0.023	9.182	gri		1398-75-1		551-044982	08391972+2003107		14	3	47	27.168
211932923	K2EVEREST211932923-C05	5	STAR	08 40 26.249	+19 13 09.93	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5064_GO5095_GO5106	12.484	0.010	11.088	0.022	12.541	gri				547-045690	08402624+1913099		14	2	46	27.176
211959536	K2EVEREST211959536-C05	5	STAR	08 42 16.852	+19 37 04.00	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.814	0.010	11.743	0.022	12.885	gri				549-045590	08421685+1937040		14	1	45	27.190
211933215	K2EVEREST211933215-C05	5	STAR	08 40 41.902	+19 13 25.47	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5101_GO5104	10.415	0.040	9.459	0.022	10.463	gri				547-045699	08404189+1913255		14	2	46	27.298
211971817	K2EVEREST211971817-C05	5	STAR	08 38 30.980	+19 48 20.59	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5096			14.986	0.075	16.405	J					08383097+1948205		14	3	47	27.372
211934172	K2EVEREST211934172-C05	5	STAR	08 40 58.904	+19 14 16.74	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5048_GO5095	19.630	0.016	14.846	0.034	18.705	gri			5071-301-5-0110-0479		08405890+1914167		14	1	45	27.445
211984560	K2EVEREST211984560-C05	5	STAR	08 39 01.854	+20 00 19.38	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5104_GO5106	11.349	0.040	9.754	0.020	11.397	gri				551-044967	08390185+2000194		14	3	47	27.513
211969273	K2EVEREST211969273-C05	5	STAR	08 38 27.733	+19 45 55.63	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5048_GO5095			12.630	0.026	14.904	JHK			5045-301-3-0124-0387	549-045390	08382772+1945556		14	3	47	27.515
211946953	K2EVEREST211946953-C05	5	STAR	08 42 01.454	+19 25 40.17	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5104	11.575	0.040	10.144	0.022	11.584	gri				548-046243	08420144+1925402		14	1	45	27.596
211968838	K2EVEREST211968838-C05	5	STAR	08 38 26.300	+19 45 30.68	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5054	15.092	0.020	12.384	0.029	14.759	gri			5045-301-3-0124-0144	549-045389	08382630+1945307		14	3	47	27.765
211975365	K2EVEREST211975365-C05	5	STAR	08 38 34.246	+19 51 36.98	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5104	9.362	0.100	7.350	0.029	8.929	gri		1395-1910-1		550-045850	08383425+1951369		14	3	47	27.795
211992899	K2EVEREST211992899-C05	5	STAR	08 40 19.553	+20 08 15.74	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.456	0.040	13.104	0.022	14.493	gri				551-045038	08401954+2008157		14	3	47	27.945
211934943	K2EVEREST211934943-C05	5	STAR	08 39 31.990	+19 14 58.76	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060	12.593	0.041	11.438	0.020	12.638	gri				547-045638	08393198+1914588		14	2	46	27.972
211935741	K2EVEREST211935741-C05	5	STAR	08 41 18.395	+19 15 39.59	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5023_GO5024_GO5033_GO5035_GO5040_GO5048_GO5064_GO5086			7.426	0.018	8.059	BV		1395-2210-1		547-045727	08411840+1915394		14	1	45	27.996
211937468	K2EVEREST211937468-C05	5	STAR	08 39 15.275	+19 17 11.48	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5032_GO5048_GO5095			13.043	0.022	15.218	JHK			5061-301-6-0110-0368	547-045628	08391526+1917114		14	2	46	27.999
211960940	K2EVEREST211960940-C05	5	STAR	08 38 23.561	+19 38 20.63	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.248	0.020	11.163	0.027	12.300	gri				549-045386	08382356+1938205		14	2	46	28.001
211973710	K2EVEREST211973710-C05	5	STAR	08 42 13.655	+19 50 08.61	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5095			12.949	0.023	15.314	JHK			5071-301-6-0113-0367	550-046035	08421364+1950086		14	4	48	28.002
211941472	K2EVEREST211941472-C05	5	STAR	08 41 47.659	+19 20 50.99	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	11.789	0.040	10.776	0.020	11.788	gri				547-045751	08414765+1920510		14	1	45	28.014
211940093	K2EVEREST211940093-C05	5	STAR	08 39 02.282	+19 19 34.48	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5095_GO5106	12.044	0.010	10.730	0.022	12.110	gri				547-045613	08390228+1919343		14	2	46	28.022
211972472	K2EVEREST211972472-C05	5	STAR	08 42 15.502	+19 48 57.65	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097	16.821	0.005	13.481	0.026	16.348	gri			5071-301-6-0113-0364		08421550+1948576		14	4	48	28.024
211957334	K2EVEREST211957334-C05	5	STAR	08 38 25.127	+19 35 07.58	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5100			15.941	0.171	17.432	J					08382512+1935075		14	2	46	28.053
211984100	K2EVEREST211984100-C05	5	STAR	08 41 47.936	+19 59 50.09	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	19.903	0.018	15.379	0.046	19.020	gri			5038-301-3-0029-0383		08414793+1959500		14	4	48	28.057
211946518	K2EVEREST211946518-C05	5	STAR	08 38 41.460	+19 25 18.29	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5048_GO5060_GO5095	14.038	0.020	11.997	0.023	14.027	gri				548-046055	08384146+1925181		14	2	46	28.087
211959509	K2EVEREST211959509-C05	5	STAR	08 38 23.694	+19 37 02.59	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	12.370	0.041	10.997	0.026	12.396	gri				549-045387	08382369+1937025		14	2	46	28.095
211957956	K2EVEREST211957956-C05	5	STAR	08 38 24.328	+19 35 41.90	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5100			15.568	0.073	15.468	BV				548-046046	08382433+1935415		14	2	46	28.138
211931973	K2EVEREST211931973-C05	5	STAR	08 40 35.285	+19 12 18.33	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5032_GO5097			13.704	0.024	15.949	JHK					08403528+1912183		14	2	46	28.188
211931880	K2EVEREST211931880-C05	5	STAR	08 40 10.391	+19 12 13.82	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5020_GO5060	13.985	0.020	11.800	0.021	13.958	gri				547-045680	08401037+1912138		14	2	46	28.231
211992776	K2EVEREST211992776-C05	5	STAR	08 40 01.297	+20 08 08.27	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5032_GO5033_GO5048_GO5074	9.788	0.030	8.855	0.034	9.726	gri		1398-196-1		551-045020	08400130+2008082		14	3	47	28.244
211936869	K2EVEREST211936869-C05	5	STAR	08 41 27.596	+19 16 39.39	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5032_GO5048			12.593	0.022	14.901	JHK				547-045733	08412760+1916395		14	1	45	28.244
211989299	K2EVEREST211989299-C05	5	STAR	08 39 22.446	+20 04 55.12	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097			13.360	0.023	15.598	JHK			5037-301-4-0115-0546	551-044983	08392244+2004548		14	3	47	28.324
211938691	K2EVEREST211938691-C05	5	STAR	08 39 05.846	+19 18 18.31	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.257	0.040	11.361	0.020	12.325	gri				547-045618	08390584+1918182		14	2	46	28.437
211992053	K2EVEREST211992053-C05	5	STAR	08 39 45.212	+20 07 27.47	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5095_GO5097			13.136	0.023	15.328	JHK					08394521+2007274		14	3	47	28.493
211980495	K2EVEREST211980495-C05	5	STAR	08 38 42.259	+19 56 26.47	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.651	0.010	13.299	0.023	14.658	gri			5037-301-4-0114-0161	550-045855	08384226+1956266		14	3	47	28.501
211932810	K2EVEREST211932810-C05	5	STAR	08 39 46.570	+19 13 03.98	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5054_GO5060	14.787	0.070	12.345	0.022	14.640	gri				547-045655	08394656+1913041		14	2	46	28.523
211988628	K2EVEREST211988628-C05	5	STAR	08 39 15.797	+20 04 14.10	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095_GO5101	14.316	0.030	11.738	0.023	14.106	gri				551-044980	08391580+2004141		14	3	47	28.556
211976999	K2EVEREST211976999-C05	5	STAR	08 42 10.764	+19 53 06.57	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	13.807	0.060	12.478	0.022	13.853	gri				550-046031	08421076+1953065		14	4	48	28.562
211993553	K2EVEREST211993553-C05	5	STAR	08 40 29.932	+20 08 55.04	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	13.795	0.040	12.468	0.022	13.800	gri				551-045052	08402992+2008551		14	3	47	28.651
211949505	K2EVEREST211949505-C05	5	STAR	08 38 32.147	+19 27 54.82	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5104	9.893	0.100	8.185	0.034	9.680	gri				548-046049	08383216+1927548		14	2	46	28.741
211931309	K2EVEREST211931309-C05	5	STAR	08 40 32.959	+19 11 39.57	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5021_GO5024_GO5033_GO5035_GO5040_GO5048_GO5086	9.245	0.140	8.083	0.035	8.929	gri		1395-2377-1		546-046690	08403296+1911395		14	2	46	28.777
211931736	K2EVEREST211931736-C05	5	STAR	08 39 58.068	+19 12 05.93	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5032_GO5033_GO5035_GO5048_GO5074	9.646	0.100	8.692	0.020	9.518	gri		1395-2366-1		547-045663	08395807+1912058		14	2	46	28.793
211975510	K2EVEREST211975510-C05	5	STAR	08 38 29.630	+19 51 44.95	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095	13.477	0.010	11.670	0.023	13.545	gri				550-045844	08382963+1951450		14	3	47	28.843
