objName	objID	raMean	decMean	raMeanErr	decMeanErr	nDetections	randomID	projectionID	skyCellID	objInfoFlag	qualityFlag	raStack	decStack	raStackErr	decStackErr	epochMean	nStackDetections	ng	nr	ni	nz	ny	gQfPerfect	gMeanPSFMag	gMeanPSFMagErr	gMeanKronMag	gMeanKronMagErr	gMeanApMag	gMeanApMagErr	gFlags	rQfPerfect	rMeanPSFMag	rMeanPSFMagErr	rMeanKronMag	rMeanKronMagErr	rMeanApMag	rMeanApMagErr	rFlags	iQfPerfect	iMeanPSFMag	iMeanPSFMagErr	iMeanKronMag	iMeanKronMagErr	iMeanApMag	iMeanApMagErr	iFlags	zQfPerfect	zMeanPSFMag	zMeanPSFMagErr	zMeanKronMag	zMeanKronMagErr	zMeanApMag	zMeanApMagErr	zFlags	yQfPerfect	yMeanPSFMag	yMeanPSFMagErr	yMeanKronMag	yMeanKronMagErr	yMeanApMag	yMeanApMagErr	yFlags	Ang Sep (')
PSO J085124.976+115358.939	122281328540360182	08 51 24.965	+11 53 58.95	0.013	0.038	46	0.410261119166632	1534	96	444915712	53	08 51 24.976	+11 53 58.94	0.001	0.001	55724.93208333	5	3	16	10	12	5	1.000	20.831	0.090	19.972	0.275	20.106	0.347	16892216	1.000	20.193	0.048	19.145	0.148	19.726	0.083	16892216	0.999	19.686	0.040	-999.000	-999.000	19.118	0.004	16892216	1.000	19.577	0.053	18.641	0.060	18.895	0.052	16892216	0.998	19.172	0.041	18.445	0.254	18.797	0.180	16892216	5.396
PSO J085126.219+115354.352	122271328594288780	08 51 26.220	+11 53 54.35	0.001	0.001	4	0.979432617295005	1534	96	1083703296	129	08 51 26.220	+11 53 54.35	0.001	0.001	55898.79989583	1	0	1	1	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	0.297	15.774	0.003	-999.000	-999.000	-999.000	-999.000	56	0.656	15.912	0.003	15.571	0.003	15.654	0.003	16777272	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	32	0.849	15.440	0.292	13.298	0.210	14.857	0.388	16781360	5.398
PSO J085101.372+114553.071	122111327555858068	08 51 01.357	+11 45 53.04	0.087	0.087	4	0.192289013594658	1534	96	310452224	37			-999.000	-999.000	55980.02390046	0	1	2	1	0	0	0.998	21.866	0.140	20.714	0.115	20.791	0.140	16777496	0.571	21.471	0.143	20.888	0.170	20.795	0.143	16778264	0.999	21.628	0.173	20.946	0.194	20.821	0.173	16778264	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.398
PSO J085115.690+115400.408	122281328155080507	08 51 15.690	+11 54 00.41	0.093	0.093	2	0.0489132078820031	1534	96	268959744	32			-999.000	-999.000	57008.63434028	0	0	0	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.431	20.610	0.324	20.535	0.155	20.522	0.143	4112	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.400
PSO J085141.895+114937.634	122191329245623032	08 51 41.885	+11 49 37.64	0.003	0.003	59	0.827950132850511	1534	96	503635968	60	08 51 41.895	+11 49 37.63	0.001	0.001	56013.1075	5	10	17	11	11	10	0.999	15.208	0.003	15.273	0.005	15.209	0.001	115000	1.000	14.734	0.001	14.788	0.002	14.723	0.002	115000	1.000	14.591	0.002	14.623	0.001	14.576	0.010	115000	0.999	14.546	0.003	14.602	0.002	14.547	0.004	115000	0.999	14.505	0.006	14.527	0.008	14.502	0.006	115000	5.401
PSO J085125.748+115356.792	122271328570379294	08 51 25.741	+11 53 56.77	0.019	0.019	2	0.360027627423431	1534	96	310456320	37			-999.000	-999.000	55668.3162963	0	0	1	0	0	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.805	18.765	0.013	-999.000	-999.000	18.020	0.013	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.998	16.361	0.012	14.149	0.007	15.891	0.012	16777488	5.406
PSO J085119.072+114319.012	122061328295176748	08 51 19.063	+11 43 18.99	0.054	0.054	2	0.426756330231909	1534	96	310456320	37			-999.000	-999.000	57008.63303241	0	0	0	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.170	20.465	0.136	19.743	0.174	19.710	0.018	16777744	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.407
PSO J085126.397+114331.823	122071328600571066	08 51 26.384	+11 43 31.81	0.035	0.030	28	0.409485033163321	1534	96	444915712	53	08 51 26.397	+11 43 31.82	0.001	0.001	55639.22747685	5	9	11	7	1	0	0.999	21.639	0.064	21.077	0.122	21.245	0.076	16892216	1.000	21.409	0.069	20.973	0.183	20.880	0.157	16892216	0.999	21.522	0.046	21.356	0.115	21.199	0.098	16892216	0.999	20.885	0.168	20.898	0.331	21.326	0.168	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	5.409
PSO J085126.618+115353.420	122271328609018288	08 51 26.610	+11 53 53.41	0.021	0.021	2	0.881850508862967	1534	96	310456320	37			-999.000	-999.000	55221.39252315	0	0	1	0	0	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.994	18.341	0.015	-999.000	-999.000	17.643	0.015	16778264	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16	5.410
PSO J085132.678+114415.504	122081328861395605	08 51 32.668	+11 44 15.52	0.010	0.010	58	0.380851630476165	1534	96	436527104	52	08 51 32.678	+11 44 15.50	0.001	0.001	56040.28270833	5	4	15	15	13	11	0.999	22.079	0.033	22.178	0.106	22.276	0.226	115000	1.000	20.829	0.014	21.088	0.080	21.174	0.072	115000	1.000	20.176	0.023	20.345	0.024	20.265	0.036	115000	0.999	19.883	0.038	20.141	0.038	20.123	0.035	115000	0.999	19.716	0.051	19.936	0.105	19.989	0.177	115000	5.413
PSO J085129.679+114350.041	122071328738487325	08 51 29.670	+11 43 50.03	0.090	0.090	2	0.498546467626976	1534	96	310456320	37			-999.000	-999.000	56313.52366898	0	0	1	1	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	24	0.997	21.008	0.088	18.527	0.026	19.663	0.088	16777496	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.413
PSO J085101.258+114553.472	122111327552228318	08 51 01.258	+11 45 53.47	0.153	0.153	2	0.185457175770269	1534	96	268959744	32			-999.000	-999.000	57052.35119213	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.706	20.854	0.024	-999.000	-999.000	20.523	0.188	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.415
PSO J085123.142+115405.007	122281328464472154	08 51 23.134	+11 54 04.99	0.003	0.004	68	0.890645986321053	1534	96	503635968	60	08 51 23.142	+11 54 05.01	0.001	0.001	55791.1337037	5	10	20	11	14	13	1.000	14.383	0.003	14.425	9.980e-4	14.367	0.002	115000	1.000	14.003	0.008	14.085	0.012	14.000	0.011	115000	0.999	13.887	0.010	13.923	0.006	13.872	0.010	115000	1.000	13.892	0.003	13.936	0.002	13.877	0.003	115000	0.999	13.857	0.003	13.893	0.005	13.862	0.004	115000	5.416
PSO J085058.502+114952.831	122191327438378003	08 50 58.503	+11 49 52.83	0.214	0.214	2	0.827519902798831	1534	96	268959744	32			-999.000	-999.000	56400.80347222	0	1	1	0	0	0	0.629	21.778	0.278	-999.000	-999.000	-999.000	-999.000	4120	0.563	21.470	0.333	-999.000	-999.000	21.336	0.333	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.418
PSO J085058.214+114757.034	122151327425659500	08 50 58.206	+11 47 57.01	0.023	0.023	2	0.7734437023973501	1534	96	302067712	36			-999.000	-999.000	55592.53101852	0	2	0	0	0	0	0.999	19.811	0.031	19.938	0.030	19.820	0.060	1048	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.420
PSO J085108.859+114403.114	122081327869311513	08 51 08.849	+11 44 03.16	0.013	0.012	43	0.352604440741804	1534	96	436527104	52	08 51 08.859	+11 44 03.11	0.001	0.001	55873.74537037	5	2	13	6	13	9	0.999	22.150	0.029	22.024	0.253	22.049	0.331	115000	0.999	20.855	0.034	21.023	0.064	21.000	0.070	115000	0.998	20.108	0.048	20.256	0.080	20.193	0.150	115000	1.000	19.804	0.031	20.000	0.057	20.010	0.076	115000	0.999	19.628	0.031	19.814	0.069	19.754	0.050	115000	5.421
PSO J085141.781+114733.876	122151329242521926	08 51 41.781	+11 47 33.88	0.090	0.090	2	0.6021945258622941	1534	96	268959744	32			-999.000	-999.000	56688.82921296	0	0	1	0	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.655	20.329	0.102	-999.000	-999.000	19.853	0.102	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.536	20.480	0.183	20.393	0.177	20.326	0.183	4112	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.422
PSO J085103.916+115224.718	122241327663178725	08 51 03.906	+11 52 24.70	0.002	0.002	67	0.249555814312357	1534	96	503635968	60	08 51 03.916	+11 52 24.72	0.001	0.001	55775.92722222	5	12	22	8	14	11	1.000	16.273	0.003	16.351	0.006	16.273	0.003	115000	1.000	15.748	0.002	15.807	0.002	15.740	0.002	115000	0.999	15.539	0.017	15.612	0.008	15.540	0.016	115000	1.000	15.477	0.001	15.526	0.007	15.476	0.005	115000	0.998	15.408	0.009	15.481	0.010	15.405	0.007	115000	5.423
PSO J085107.559+114415.064	122081327813975479	08 51 07.550	+11 44 15.05	0.189	0.189	2	0.541080049743019	1534	96	436285440	52	08 51 07.534	+11 44 15.23	0.001	0.001	57008.62837963	2	0	1	1	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.793	22.372	0.203	-999.000	-999.000	22.558	0.203	20536	0.999	21.610	0.189	-999.000	-999.000	-999.000	-999.000	114992	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	5.425
PSO J085135.923+115231.541	122251328997121018	08 51 35.923	+11 52 31.54	0.179	0.179	2	0.0578473080488362	1534	96	268959744	32			-999.000	-999.000	55878.58212963	0	0	0	0	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.555	20.102	0.213	-999.000	-999.000	21.968	0.214	4120	5.425
PSO J085139.683+115116.906	122221329153266104	08 51 39.677	+11 51 16.89	0.023	0.020	33	0.823283315471637	1534	96	436527104	52	08 51 39.686	+11 51 16.87	0.001	0.001	56113.18533565	4	0	4	13	16	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	1.000	21.678	0.166	21.057	0.174	21.162	0.268	16892216	0.999	20.841	0.023	20.651	0.077	20.576	0.035	115000	1.000	20.394	0.058	20.013	0.104	20.000	0.088	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	5.427
PSO J085142.165+114922.702	122181329256158049	08 51 42.150	+11 49 22.67	0.028	0.028	3	0.862500849051868	1534	96	302063616	36			-999.000	-999.000	55231.93614583	0	1	0	2	0	0	0.266	21.298	0.073	21.737	0.155	21.738	0.073	536	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.389	20.011	0.141	20.911	0.125	20.518	0.000	536	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.429
PSO J085142.319+114837.454	122171329263682936	08 51 42.311	+11 48 37.44	0.058	0.045	16	0.498194268437283	1534	96	436527104	52	08 51 42.318	+11 48 37.42	0.001	0.001	56231.44409722	4	0	1	10	5	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.997	22.578	0.190	22.552	0.305	22.452	0.190	115000	0.999	21.574	0.058	21.438	0.093	21.445	0.115	115000	0.999	21.072	0.102	21.116	0.197	21.421	0.269	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	5.429
PSO J085139.129+115131.841	122231329131221126	08 51 39.120	+11 51 31.57	0.098	0.136	9	0.530890371213565	1534	96	444915712	53	08 51 39.129	+11 51 31.84	0.001	0.001	55582.49274306	2	1	4	1	3	0	0.729	22.530	0.190	-999.000	-999.000	-999.000	-999.000	115256	0.998	20.501	0.000	19.231	0.000	19.408	0.000	16793912	0.281	21.157	0.103	20.916	0.169	20.945	0.103	16952	0.999	21.073	0.013	20.444	0.264	20.615	0.146	16892216	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	5.429
PSO J085117.071+115405.774	122281328211322436	08 51 17.064	+11 54 05.75	0.040	0.043	14	0.695989226639261	1534	96	436527104	52	08 51 17.071	+11 54 05.77	0.001	0.001	55624.73060185	4	5	5	4	0	0	1.000	21.710	0.098	21.705	0.100	21.307	0.217	115000	1.000	21.748	0.039	21.350	0.101	21.306	0.065	16892216	0.998	21.416	0.023	21.278	0.015	21.195	0.026	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	5.430
PSO J085126.643+115354.778	122271328610158748	08 51 26.644	+11 53 54.78	-999.000	-999.000	3	0.913643017330806	1534	96	268959744	32			-999.000	-999.000	-999	0	0	3	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.434
PSO J085117.304+115406.472	122281328220772765	08 51 17.305	+11 54 06.47	0.129	0.129	2	0.705409083241046	1534	96	268959744	32			-999.000	-999.000	55221.50861111	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.805	21.695	0.020	-999.000	-999.000	22.293	0.000	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.434
PSO J085117.864+114318.573	122061328244876725	08 51 17.865	+11 43 18.57	0.162	0.162	2	0.258850749823126	1534	96	268959744	32			-999.000	-999.000	56124.20527778	0	1	0	0	1	0	0.690	21.256	0.233	-999.000	-999.000	20.970	0.233	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.619	20.326	0.224	-999.000	-999.000	20.273	0.224	4112	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.436
PSO J085121.839+114317.698	122061328410036389	08 51 21.828	+11 43 17.72	0.005	0.005	76	0.938407096023119	1534	96	503635968	60	08 51 21.839	+11 43 17.70	0.001	0.001	56018.46354167	5	13	18	12	18	15	1.000	14.711	0.002	14.757	0.003	14.705	0.002	115000	1.000	14.317	0.002	14.366	0.002	14.308	0.002	115000	1.000	14.192	0.001	14.232	0.001	14.179	0.003	115000	1.000	14.179	0.001	14.224	7.630e-4	14.171	0.002	115000	0.999	14.143	0.002	14.172	0.003	14.141	0.003	115000	5.438
PSO J085113.869+114329.902	122071328078150475	08 51 13.860	+11 43 29.93	0.013	0.012	51	0.413395652001161	1534	96	436527104	52	08 51 13.870	+11 43 29.90	0.001	0.001	56078.46606481	5	2	14	14	15	6	0.999	22.300	0.033	21.881	0.293	21.875	0.159	115000	1.000	21.002	0.033	21.105	0.038	21.073	0.042	115000	0.999	20.365	0.028	20.603	0.030	20.457	0.061	115000	1.000	19.979	0.031	20.020	0.083	19.970	0.073	115000	0.999	19.743	0.058	19.886	0.094	19.731	0.188	115000	5.440
PSO J085138.250+115152.472	122231329093098087	08 51 38.243	+11 51 52.46	0.127	0.127	2	0.399813741817897	1534	96	310456320	37			-999.000	-999.000	56127.63423611	0	0	1	0	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.998	21.893	0.189	21.068	0.193	21.120	0.189	16777496	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.995	20.838	0.172	20.026	0.205	20.294	0.172	16777488	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.441
PSO J085141.396+115019.195	122201329224836681	08 51 41.389	+11 50 19.17	0.195	0.195	2	0.614907274595375	1534	96	302067712	36			-999.000	-999.000	55548.6515625	0	0	0	0	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.924	20.939	0.194	-999.000	-999.000	21.240	0.194	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.443
PSO J085115.841+115403.655	122281328160151710	08 51 15.831	+11 54 03.62	0.005	0.004	74	0.423361880167724	1534	96	503635968	60	08 51 15.842	+11 54 03.66	0.001	0.001	55923.92560185	5	12	23	12	14	13	1.000	15.734	0.002	15.789	0.002	15.728	0.002	115000	0.999	15.155	0.002	15.215	0.002	15.147	9.980e-4	115000	0.999	14.947	0.004	14.998	0.002	14.949	0.004	115000	1.000	14.886	0.002	14.931	0.004	14.876	0.003	115000	0.999	14.813	0.004	14.843	0.005	14.808	0.002	115000	5.445
PSO J085114.162+115357.837	122271328090359823	08 51 14.155	+11 53 57.83	0.055	0.043	31	0.117445953299707	1534	96	444915712	53	08 51 14.162	+11 53 57.84	0.001	0.001	55965.59334491	5	0	7	15	9	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	0.999	22.017	0.088	21.505	0.077	21.412	0.046	16892216	0.999	21.256	0.045	20.694	0.121	20.681	0.070	16892216	1.000	20.855	0.152	20.331	0.174	20.210	0.155	16892216	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	5.446
PSO J085112.924+115352.236	122271328038357903	08 51 12.913	+11 53 52.21	0.004	0.002	74	0.313151456707298	1534	96	503635968	60	08 51 12.924	+11 53 52.24	0.001	0.001	55997.86144676	5	10	21	15	14	14	1.000	15.835	0.002	15.898	0.003	15.828	0.002	115000	1.000	15.271	0.002	15.327	0.002	15.262	0.002	115000	1.000	15.069	0.003	15.126	0.003	15.067	0.003	115000	1.000	15.021	0.002	15.078	0.003	15.017	0.001	115000	0.999	14.954	0.005	14.999	0.007	14.945	0.005	115000	5.447
PSO J085141.354+114704.063	122141329222991875	08 51 41.342	+11 47 04.03	0.083	0.083	6	0.0346977627227993	1534	96	436363264	52	08 51 41.353	+11 47 04.07	0.001	0.001	56114.74626157	4	0	0	5	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	0.999	21.872	0.031	-999.000	-999.000	23.722	0.462	115000	0.999	21.252	0.190	-999.000	-999.000	21.919	0.190	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	5.447
PSO J085110.335+114349.584	122071327930637020	08 51 10.325	+11 43 49.61	0.006	0.002	71	0.843900031264778	1534	96	503635968	60	08 51 10.335	+11 43 49.58	0.001	0.001	55887.09248843	5	11	16	14	17	13	1.000	19.905	0.015	20.091	0.027	20.046	0.044	115000	1.000	18.703	0.006	18.782	0.014	18.675	0.015	115000	0.999	18.011	0.008	18.116	0.007	18.020	0.010	115000	1.000	17.702	0.006	17.802	0.009	17.712	0.010	115000	1.000	17.541	0.013	17.704	0.019	17.604	0.012	115000	5.448
PSO J085120.355+114315.965	122061328347875766	08 51 20.344	+11 43 15.97	0.020	0.018	41	0.370461373003629	1534	96	436527104	52	08 51 20.355	+11 43 15.97	0.001	0.001	56238.06821759	5	0	9	13	16	3	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	1.000	21.186	0.065	21.273	0.326	21.742	0.131	115000	0.999	20.711	0.037	20.744	0.049	20.688	0.058	115000	1.000	20.400	0.040	20.368	0.057	20.357	0.070	115000	0.998	20.093	0.064	19.672	0.166	19.649	0.170	16892216	5.452
PSO J085106.546+114423.721	122081327772798394	08 51 06.535	+11 44 23.75	0.009	0.009	52	0.338436719345336	1534	96	436527104	52	08 51 06.547	+11 44 23.72	0.001	0.001	56056.3590162	5	8	6	11	18	9	1.000	20.103	0.017	20.296	0.040	20.274	0.047	115000	1.000	19.870	0.009	20.028	0.008	19.982	0.020	115000	0.999	19.778	0.008	19.939	0.032	19.865	0.033	115000	1.000	19.764	0.012	19.891	0.052	19.829	0.072	115000	0.998	19.797	0.047	19.988	0.059	20.010	0.089	115000	5.454
PSO J085131.113+114358.106	122071328796379851	08 51 31.102	+11 43 58.13	0.002	0.001	78	0.0298503823856361	1534	96	503635968	60	08 51 31.113	+11 43 58.11	0.001	0.001	55999.40049769	5	12	20	16	15	15	0.999	18.099	0.003	18.189	0.008	18.110	0.005	115000	1.000	17.021	0.002	17.090	0.002	17.023	0.002	115000	0.999	16.561	0.003	16.621	0.003	16.555	0.002	115000	0.999	16.369	0.002	16.422	0.006	16.357	0.002	115000	0.999	16.219	0.006	16.297	0.005	16.224	0.006	115000	5.456
PSO J085141.577+114713.118	122141329232414869	08 51 41.568	+11 47 13.12	0.005	0.002	80	0.00424486678489006	1534	96	503635968	60	08 51 41.578	+11 47 13.12	0.001	0.001	56019.18364583	5	12	20	15	18	15	1.000	21.201	0.064	21.410	0.119	21.332	0.072	115000	1.000	20.011	0.009	20.175	0.023	20.198	0.032	115000	0.999	18.744	0.012	18.898	0.015	18.809	0.016	115000	1.000	18.175	0.010	18.294	0.015	18.199	0.005	115000	0.999	17.900	0.016	18.086	0.023	17.942	0.022	115000	5.456
PSO J085127.041+115354.394	122271328627758709	08 51 27.041	+11 53 54.39	0.028	0.028	3	0.734730726792226	1534	96	277348352	33			-999.000	-999.000	57052.36296296	0	0	3	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.791	19.462	0.122	17.629	0.000	18.746	0.099	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.457
PSO J085115.237+115402.787	122281328134851446	08 51 15.229	+11 54 02.77	0.005	0.004	73	0.619307357463341	1534	96	436527104	52	08 51 15.237	+11 54 02.79	0.001	0.001	55801.33935185	5	12	23	15	13	10	1.000	19.782	0.013	19.955	0.026	19.883	0.020	115000	1.000	19.065	0.006	19.183	0.014	19.077	0.015	115000	0.999	18.766	0.007	18.882	0.022	18.787	0.016	115000	0.999	18.658	0.015	18.756	0.030	18.681	0.023	115000	0.999	18.604	0.007	18.785	0.035	18.678	0.028	115000	5.462
PSO J085136.778+114504.651	122101329032402017	08 51 36.770	+11 45 04.63	0.059	0.059	2	0.0600408912264191	1534	96	302067712	36			-999.000	-999.000	55235.35659722	0	1	0	0	1	0	0.939	20.752	0.057	-999.000	-999.000	20.529	0.057	16777496	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.751	20.874	0.245	-999.000	-999.000	21.529	0.245	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.462
PSO J085112.205+115349.436	122271328007897022	08 51 12.197	+11 53 49.41	0.108	0.108	2	0.362183492036707	1534	96	302067712	36			-999.000	-999.000	55221.50856481	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.999	21.738	0.027	-999.000	-999.000	-999.000	-999.000	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.462
PSO J085103.578+114503.190	122101327649621782	08 51 03.570	+11 45 03.17	0.011	0.011	8	0.892662864078454	1534	96	276901888	33			-999.000	-999.000	56215.9928588	0	2	3	1	2	0	0.307	14.614	0.002	13.911	0.264	14.477	0.002	16777240	0.744	13.666	0.001	12.715	0.001	13.286	0.001	16781336	0.662	13.898	0.001	13.072	0.001	13.864	0.001	16	0.419	13.261	0.023	12.973	0.027	13.294	0.014	16	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.464
PSO J085130.131+114349.837	122071328755977095	08 51 30.119	+11 43 49.85	0.037	0.009	81	0.307604232158143	1534	96	503635968	60	08 51 30.132	+11 43 49.84	0.001	0.001	55937.94101852	5	12	22	14	17	16	-999.000	13.465	-999.000	-999.000	-999.000	-999.000	-999.000	114724	-999.000	13.121	-999.000	-999.000	-999.000	-999.000	-999.000	114724	-999.000	12.984	-999.000	-999.000	-999.000	-999.000	-999.000	114724	-999.000	12.920	-999.000	-999.000	-999.000	-999.000	-999.000	114724	0.999	12.871	0.005	12.899	0.008	12.871	0.006	115000	5.464
PSO J085141.974+114952.468	122191329248947978	08 51 41.975	+11 49 52.47	-999.000	-999.000	5	0.815245338543547	1534	96	268959744	32			-999.000	-999.000	-999	0	0	5	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	5.469
