┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
810	NGC_2682	510-048757	133.071	49	11.9372	51	80	1986.6	1989.75	15.87	15.67	0.18	1	0	2	2	2	2.8	2.1	-7	2.4	14.562	0.03	5	14.198	0.04	5	14.103	0.05	5	16.619	11	15.873	8	16.211	18	15.679	5	15.475	10	0	0	0	0	0	0	0	0	0	1	0	0	0.08	0.04	0.01	0.03	0	0	0
811	NGC_2682	510-048758	133.078	16	11.8594	17	25	1992.92	1992.28	12.131	12.13	0.06	1	0	4	4	4	7.2	0.9	-17.4	1	11.137	0.03	5	10.837	0.03	5	10.803	0.02	5	12.841	12	12.257	6	12.516	16	12.124	9	12.017	7	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
812	NGC_2682	510-048759	133.08	78	11.8719	108	189	1981	1990.98	14.977	14.902	0.08	1	0	3	3	3	-0.9	6.2	-3.1	7.1	13.811	0.03	5	13.528	0.04	5	13.465	0.04	5	15.585	12	14.871	10	15.185	17	14.654	9	14.543	9	0	0	0	0	0	0	1	0	0	1	0	0	0.78	0.38	0.18	0.57	1	0	1
813	NGC_2682	510-048760	133.082	52	11.873	60	89	1989.06	1987.96	16.012	15.893	0.16	1	0	2	2	2	25.6	2.4	11.3	2.7	14.313	0.03	5	13.802	0.03	5	13.673	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
814	NGC_2682	510-048761	133.089	29	11.8449	17	36	1992.16	1993.83	12.554	12.539	0.06	1	0	4	2	4	-7.8	1.5	-7.4	1.1	11.56	0.03	5	11.326	0.03	5	11.281	0.02	5	13.257	12	12.674	7	12.935	16	12.537	8	12.416	8	0	0	0	1	0	0	1	0	0	1	0	0	0.93	1	1	0.9	1	1	1
815	NGC_2682	510-048762	133.09	36	11.9574	36	53	1993.93	1995.5	15.113	15.23	0.11	1	0	3	3	2	-6.6	2	-5.8	2.3	14.004	0.03	5	13.574	0.04	5	13.54	0.03	5	16.364	6	15.479	4	15.917	12	15.268	6	15.027	12	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.99	0.95	0.93	1	1	1
816	NGC_2682	510-048763	133.091	33	11.8904	33	48	1995.47	1996.81	14.92	14.856	0.12	1	0	4	4	2	3.8	2.1	-7	2.4	13.84	0.03	5	13.544	0.03	5	13.523	0.03	5	15.772	12	15.071	6	15.394	15	14.919	12	14.799	9	0	0	0	0	0	0	0	0	0	1	0	0	0.02	0.01	0	0.01	0	0	0
817	NGC_2682	510-048764	133.092	52	11.9822	51	83	1985.63	1989.6	15.68	15.719	0.11	1	0	2	2	2	0	2.2	-6.3	2.4	14.707	0.03	5	14.374	0.04	5	14.372	0.06	5	16.606	14	15.998	19	16.251	14	15.778	7	15.657	16	0	0	0	0	0	0	0	0	0	1	0	0	0.63	0.27	0.2	0.3	1	0	0
818	NGC_2682	510-048765	133.093	27	11.8175	29	40	1997.19	1997.59	14.877	14.753	0.11	1	0	4	4	2	-19.8	2.1	1.9	2.3	13.457	0.03	5	13.083	0.03	5	13.004	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.34	0	0	0	0	0
819	NGC_2682	510-048766	133.095	41	11.8139	102	137	1997.63	1988.42	14.516	14.51	0.1	1	0	3	3	3	-5	3.4	-1.1	7.1	13.402	0.03	5	13.09	0.03	5	13.038	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0.91	0.9	0.81	0.81	1	1	1
820	NGC_2682	510-048767	133.102	85	11.8671	71	212	1959.79	1976.59	16.422	16.324	0.11	1	0	2	2	2	-6.5	4.2	-4.2	2.8	15.273	0.05	5	14.855	0.07	5	14.862	0.09	5	17.506	1	16.728	1	17.103	7	16.576	5	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.92	0.99	0.97	0.94	1	1	1
821	NGC_2682	510-048768	133.109	32	11.99	32	46	1995.54	1996.77	15.023	15.021	0.12	1	0	4	4	2	-9.3	2	-5.9	2.3	13.866	0.03	5	13.44	0.03	5	13.391	0.04	5	16.095	5	15.314	5	15.687	12	15.088	13	14.904	4	0	0	0	0	0	0	0	0	0	1	0	0	0.92	1	1	0.94	1	1	1
822	NGC_2682	510-048770	133.113	78	11.8961	82	156	1973.41	1977.24	16.063	16.453	-9999.99	1	0	1	1	2	-1.9	3	-3.9	3.2	15.749	0.06	5	15.36	0.1	5	15.629	0.15	7	-9999.99	-9999.99	16.938	1	17.368	7	17.194	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.87	0.58	0.34	0.71	1	0	1
823	NGC_2682	510-048771	133.114	55	11.873	59	90	1990.51	1988.13	16.12	16.107	0.21	1	0	2	2	2	-3.8	2.6	-7.5	2.7	15.156	0.05	5	14.814	0.06	5	14.526	0.06	5	16.944	3	16.302	3	16.629	5	16.176	7	15.765	7	0	0	0	0	0	0	0	0	0	1	0	0	0.89	0.86	0.68	0.7	1	1	1
824	NGC_2682	510-048773	133.117	23	11.8149	21	33	1997.67	1992.46	14.402	14.457	0.18	1	0	4	4	3	-1.5	1.9	-0.4	1.6	13.181	0.03	5	12.729	0.03	5	12.71	0.02	5	15.335	12	14.548	5	14.937	17	14.336	8	14.148	6	0	0	0	0	0	0	1	0	0	1	0	0	0.65	0.38	0.27	0.4	1	0	0
825	NGC_2682	510-048775	133.118	31	11.8516	35	48	1996.26	1996.37	14.935	14.847	0.06	1	0	4	3	2	-9.4	2.1	-6.8	2.4	13.656	0.03	5	13.371	0.03	5	13.294	0.03	5	15.863	11	15.046	5	15.404	14	14.875	9	14.678	7	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.93	1	1	1
826	NGC_2682	510-048776	133.118	89	11.8778	102	281	1967.97	1958.02	16.564	16.049	-9999.99	1	0	1	1	2	-1.8	3.6	0.7	5.2	15.408	0.05	5	15.16	0.08	5	14.844	0.09	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.51	0.35	0.21	0.27	1	0	0
827	NGC_2682	510-048777	133.126	43	11.9635	46	68	1990.31	1991.85	15.403	15.488	0.2	1	0	3	3	2	2.8	2.1	-6.6	2.3	14.009	0.03	5	13.577	0.03	5	13.453	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.09	0.03	0.02	0.03	0	0	0
828	NGC_2682	510-048779	133.131	33	11.8642	18	40	1994.29	1993.65	13.673	13.622	0.12	1	0	4	4	3	-10.2	2.1	-4.7	1.3	12.611	0.02	5	12.355	0.02	5	12.322	0.03	5	14.343	12	13.752	9	14.006	14	13.622	9	13.503	6	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.95	1	1	1
829	NGC_2682	510-048780	133.135	26	11.8346	20	37	1988.27	1996.76	14.084	14.076	0.09	1	0	4	4	3	-1.5	1.5	-8.9	1.6	12.893	0.03	5	12.55	0.03	5	12.494	0.02	5	15.014	12	14.255	8	14.588	14	14.068	9	13.894	3	0	0	0	0	0	0	1	0	0	1	0	0	0.59	0.52	0.39	0.19	1	0	0
830	NGC_2682	510-048785	133.148	15	11.8428	17	25	1989.46	1994.11	13.236	13.258	0.09	1	0	4	4	4	-30	0.9	3.4	1.1	12.049	0.03	5	11.751	0.03	5	11.57	0.02	5	14.187	12	13.441	7	13.779	14	13.249	9	13.093	6	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
831	NGC_2682	510-048790	133.152	88	11.8339	53	134	1975.68	1990.91	16.043	16.225	0.17	1	0	2	2	2	-8.4	3.4	-0.3	2.6	14.226	0.03	5	13.526	0.03	5	13.397	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.91	0.99	0.98	0.81	1	1	1
832	NGC_2682	510-048795	133.161	52	11.8657	56	88	1985.63	1987.48	15.875	15.766	0.25	1	0	2	2	2	-7.8	2.2	-0.3	2.5	14.65	0.03	5	14.28	0.04	5	14.285	0.06	5	16.741	8	15.947	6	16.326	11	15.827	17	15.572	9	0	0	0	0	0	0	0	0	0	1	0	0	0.91	0.99	0.97	0.8	1	1	1
833	NGC_2682	510-048797	133.168	18	11.8289	20	28	1995.37	1996.56	13.757	13.722	0.13	1	0	4	4	3	-16.1	1.3	0.7	1.5	12.701	0.02	5	12.376	0.03	5	12.335	0.03	5	14.461	12	13.845	7	14.108	14	13.72	11	13.573	5	0	0	0	0	0	0	1	0	0	1	0	0	0.32	0.96	0	0.15	0	0	0
834	NGC_2682	511-047087	132.609	27	12.0361	33	47	1995.32	1991.67	14.371	14.268	0.18	1	0	4	4	3	-17.5	1.9	-26.1	2.3	12.798	0.02	5	12.311	0.02	5	12.219	0.02	5	15.509	9	14.598	8	15.122	32	14.24	4	14.123	32	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
835	NGC_2682	511-047088	132.616	17	12.0662	20	28	1991.26	1993.69	13.092	13.064	0.1	1	0	4	4	4	15.1	0.9	-14.8	1.1	11.999	0.02	5	11.664	0.02	5	11.629	0.02	5	13.867	12	13.251	9	13.587	31	13.042	4	13.053	32	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
836	NGC_2682	511-047103	132.651	25	12.0404	21	35	1995.45	1992.84	13.69	13.731	0.13	1	0	4	4	3	-5.3	1.8	5.8	1.5	12.244	0.02	5	11.783	0.02	5	11.694	0.02	5	14.97	11	13.994	10	14.49	28	13.647	5	13.55	34	0	0	0	0	0	0	1	0	0	1	0	0	0.01	0.27	0.26	0	0	0	0
837	NGC_2682	511-047104	132.655	54	12.023	67	107	1983.2	1980.32	15.944	15.722	0.17	1	0	2	2	2	-6.4	2.2	-5.1	2.7	14.331	0.03	5	13.859	0.03	5	13.802	0.04	5	17.418	28	16.17	19	16.711	35	15.823	6	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.92	0.99	0.98	0.93	1	1	1
838	NGC_2682	511-047105	132.657	55	12.007	43	81	1983.12	1993.03	15.631	15.707	0.08	1	0	3	3	2	-1.8	2.3	-10.6	2.3	14.465	0.03	5	14.136	0.03	5	13.981	0.05	5	16.669	7	15.851	8	16.411	31	15.664	8	15.479	23	0	0	0	0	0	0	0	0	0	1	0	0	0.3	0.52	0.47	0.05	0	0	0
839	NGC_2682	511-047106	132.657	42	12.0436	44	65	1991.8	1993.07	15.343	15.367	0.13	1	0	2	2	2	-7.6	2.1	-0.3	2.4	14.354	0.03	5	14.102	0.03	5	14.065	0.04	5	16	15	15.434	17	15.718	26	15.289	2	15.143	2	0	0	0	0	0	0	0	0	0	1	0	0	0.91	0.98	0.98	0.8	1	1	1
840	NGC_2682	511-047110	132.668	20	12.044	22	31	1993.07	1996.18	13.805	13.73	0.13	1	0	4	4	3	-11.6	1.3	-2.9	1.6	12.786	0.02	5	12.515	0.02	5	12.466	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.92	1	1	1
841	NGC_2682	511-047111	132.67	55	12.0242	48	84	1984.4	1991.39	15.232	15.09	0.15	1	0	2	2	2	6.5	2.3	-7.9	2.4	14.045	0.03	5	13.668	0.03	5	13.598	0.04	5	15.884	10	15.27	8	15.623	28	15.087	4	14.884	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
842	NGC_2682	511-047112	132.677	101	12.0858	101	187	1979.89	1976.74	16.352	16.294	-9999.99	1	0	1	1	2	-6.2	4	-3.5	3.9	14.483	0.03	5	13.828	0.03	5	13.646	0.04	5	18.791	39	17.11	1	17.921	1	16.688	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.98	0.99	0.93	1	1	1
843	NGC_2682	511-047113	132.678	31	12.0528	19	42	1987.3	1993.26	13.281	13.228	0.12	1	0	4	4	4	-10.9	1.6	-3.2	1.1	12.306	0.02	5	12.088	0.02	5	12.043	0.02	5	13.968	13	13.408	11	13.688	25	13.251	5	13.263	30	0	0	0	1	0	0	1	0	0	1	0	0	0.93	1	1	0.94	1	1	1
844	NGC_2682	511-047116	132.687	54	12.0406	46	82	1983.8	1991.13	15.689	15.498	0.05	1	0	2	2	2	-4.5	2.2	-4.7	2.3	14.15	0.03	5	13.691	0.03	5	13.507	0.03	5	16.943	6	15.938	0	16.496	33	15.568	5	15.377	9	0	0	0	0	0	0	0	0	0	7	0	0	0.93	0.92	0.91	0.89	1	1	1
845	NGC_2682	511-047120	132.692	18	12.0328	21	30	1989.97	1994.49	13.302	13.282	0.1	1	0	4	4	3	-8.3	1	-3.1	1.3	12.355	0.02	5	12.077	0.02	5	12.061	0.02	5	14.039	11	13.488	13	13.743	24	13.291	5	13.314	27	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.94	1	1	1
846	NGC_2682	511-047121	132.693	69	12.0822	50	114	1973.26	1989.9	15.8	15.694	0.04	1	0	2	2	2	-10.3	2.7	0.6	2.4	14.318	0.03	5	13.816	0.03	5	13.756	0.04	5	17.09	10	16.07	18	16.543	31	15.684	2	15.595	38	0	0	0	0	0	0	0	0	0	1	0	0	0.86	1	1	0.63	1	1	1
847	NGC_2682	511-047125	132.702	33	12.0151	30	46	1995.17	1997.27	14.95	14.865	0.1	1	0	5	5	2	-21.4	2.1	-0.9	2.3	13.697	0.03	5	13.29	0.03	5	13.239	0.03	5	15.901	11	15.16	12	15.545	27	14.898	3	14.788	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0.45	0.4	0.01	0	0	0
848	NGC_2682	511-047126	132.703	26	12.0615	34	55	1984.03	1989.23	13.55	13.502	0.12	1	0	4	4	3	-11.1	1.6	-4	2.1	12.611	0.02	5	12.333	0.02	5	12.265	0.02	5	14.254	14	13.708	12	13.952	21	13.518	6	13.513	26	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.94	1	1	1
849	NGC_2682	511-047127	132.703	78	12.0025	19	99	1987.02	1990.16	12.688	12.658	0.07	1	0	6	6	3	-4.5	4.4	-5.8	1.1	11.711	0.02	5	11.464	0.02	5	11.422	0.02	5	13.358	11	12.824	11	13.101	26	12.653	5	12.668	27	0	0	0	0	0	0	1	0	0	1	0	0	0.93	0.93	0.88	0.87	1	1	1
850	NGC_2682	511-047128	132.715	65	12.101	68	113	1985.07	1982.53	16.029	16.036	0.1	1	0	2	2	2	-5.1	2.7	0.9	2.8	14.514	0.03	5	13.849	0.03	5	13.692	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.79	0.78	0.81	0.51	1	1	1
851	NGC_2682	511-047129	132.716	57	12.0069	23	73	1987.44	1988.26	13.33	13.349	0.07	1	0	6	6	3	-12	3	-6.3	1.3	12.377	0.02	5	12.106	0.02	5	12.051	0.02	5	14.059	11	13.504	11	13.783	25	13.319	4	13.329	26	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.92	1	1	1
852	NGC_2682	511-047132	132.721	146	12.0608	93	186	1994.67	1991.25	14.515	14.412	0.2	1	0	4	4	3	35.9	9.1	-0.9	5.8	13.46	0.03	5	13.154	0.03	5	13.104	0.04	5	15.057	17	14.337	13	14.672	24	14.08	4	14.005	24	0	0	0	0	0	0	7	0	0	7	0	1	0	0	0	0	0	0	0
853	NGC_2682	511-047133	132.725	97	12.0066	97	242	1965.42	1964.8	16.288	16.572	-9999.99	0	0	1	1	2	-9.4	4	-9.3	4.1	15.662	0.06	5	15.162	0.08	5	15.106	0.1	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.88	1	1	0.74	1	1	1
854	NGC_2682	511-047134	132.725	38	12.0103	31	51	1993.25	1996.99	15.14	15.096	0.07	1	0	4	4	2	-33.7	2.1	18.9	2.3	13.867	0.04	5	13.448	0.04	5	13.412	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
855	NGC_2682	511-047135	132.727	62	12.0092	64	97	1991.07	1991.9	15.963	15.848	0.08	1	0	2	2	2	-78.4	3.1	-40	3.4	14.231	0.03	5	13.713	0.03	5	13.569	0.03	5	16.008	15	15.065	10	15.508	28	14.758	7	14.648	30	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0
856	NGC_2682	511-047137	132.732	49	12.0123	33	65	1988.11	1996.47	15.278	15.2	0.12	1	0	3	3	2	-7.5	2.2	-5.8	2.3	13.979	0.03	5	13.589	0.03	5	13.514	0.03	5	16.443	17	15.548	12	16	23	15.259	1	15.133	19	0	0	0	0	0	0	0	0	0	1	0	0	0.92	1	1	0.94	1	1	1
857	NGC_2682	511-047139	132.738	24	12.0934	23	35	1994.16	1995.1	13.81	13.851	0.12	1	0	4	4	3	-9	1.6	-3.5	1.5	12.835	0.02	5	12.59	0.02	5	12.491	0.02	5	14.64	15	14.054	14	14.28	20	13.847	6	13.809	19	0	0	0	0	0	0	1	0	0	1	0	0	0.91	1	1	0.95	1	1	1
858	NGC_2682	511-047141	132.74	48	12.0113	42	70	1987.65	1993.19	15.684	15.495	0.2	1	0	3	3	2	-6.7	2.1	0	2.3	14.183	0.03	5	13.774	0.03	5	13.641	0.04	5	16.811	20	15.907	13	16.205	8	15.557	5	15.378	26	0	0	0	0	0	0	0	0	0	1	0	0	0.89	0.95	0.94	0.75	1	1	1
859	NGC_2682	511-047142	132.741	81	12.0831	62	146	1969.57	1983.28	15.899	16.022	0.19	1	0	2	2	2	4.6	3.2	-0.8	2.5	14.362	0.03	5	13.77	0.03	5	13.631	0.04	5	17.347	1	16.234	1	16.903	16	15.934	6	15.713	34	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.01	0	0	0
860	NGC_2682	511-047143	132.744	64	12.0056	65	112	1981.85	1981.94	16.026	15.896	-9999.99	0	0	1	1	2	0.7	2.6	-8.5	2.6	15.053	0.04	5	14.629	0.05	5	14.475	0.06	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.26	0.19	0.2	0.06	0	0	0
861	NGC_2682	511-047144	132.746	15	12.0718	22	32	1983.66	1993.4	13.819	13.758	0.1	1	0	4	4	4	-3.1	1	-3.4	1.3	12.849	0.02	5	12.593	0.02	5	12.567	0.02	5	14.415	13	13.915	14	14.122	19	13.746	6	13.753	21	0	0	0	1	0	0	1	0	0	1	0	0	0.91	0.76	0.68	0.82	1	1	1
862	NGC_2682	511-047146	132.748	30	12.0554	31	44	1996.2	1997	14.939	14.871	0.07	1	0	3	3	2	-3.7	2	-4.2	2.3	13.526	0.02	5	13.05	0.03	5	12.984	0.02	5	16.081	10	15.21	14	15.592	19	14.894	5	14.707	13	0	0	0	0	0	0	0	0	0	1	0	0	0.92	0.85	0.79	0.86	1	1	1
863	NGC_2682	511-047147	132.754	50	12.0732	89	163	1989.87	1966.05	15.9	15.697	0.06	1	0	2	2	2	-1.7	2.4	-35.4	3.7	14.084	0.03	5	13.428	0.03	5	13.298	0.03	5	17.593	1	16.286	1	17.012	26	15.851	6	15.52	40	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
864	NGC_2682	511-047148	132.755	16	12.0236	19	27	1988.77	1992.52	11.319	11.28	0.04	1	0	4	4	5	-1.7	0.8	-31.1	0.9	10.138	0.02	5	9.777	0.02	5	9.695	0.02	5	12.258	11	11.543	12	11.884	21	11.285	5	11.207	22	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
865	NGC_2682	511-047151	132.762	21	12.006	24	33	1994.66	1998.12	13.98	13.961	0.07	1	0	6	6	3	-11.2	1.6	5.2	2.2	12.64	0.02	5	12.188	0.02	5	12.03	0.02	5	15.254	15	14.323	13	14.796	20	13.988	6	13.822	21	0	0	0	0	0	0	7	0	0	7	0	0	0.02	0.89	0.89	0	0	1	0
866	NGC_2682	511-047152	132.762	28	12.1322	20	36	1996.85	1993.58	13.686	13.612	0.09	1	0	4	4	3	-3.8	2.4	8.4	1.5	11.971	0.02	5	11.42	0.02	5	11.259	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0	0.07	0	0	0	0	0
867	NGC_2682	511-047154	132.77	22	12.072	20	33	1991.65	1991.11	13.494	13.431	0.13	1	0	4	4	4	-9.1	1.2	-3.9	1.2	12.472	0.02	5	12.194	0.02	5	12.136	0.02	5	14.192	13	13.618	14	13.853	18	13.417	4	13.409	19	0	0	0	1	0	0	1	0	0	1	0	0	0.9	1	1	0.95	1	1	1
868	NGC_2682	511-047155	132.772	158	12.0303	126	339	1964.32	1974.8	16.584	16.51	-9999.99	1	0	1	1	2	5.9	6.8	-6.1	4.9	14.88	0.04	5	14.287	0.04	5	14.019	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
869	NGC_2682	511-047156	132.772	18	12.0504	30	44	1991.39	1985.73	12.746	12.691	0.09	1	0	4	4	4	-4.1	0.9	2.5	1.8	11.724	0.02	5	11.488	0.02	5	11.399	0.02	5	13.488	13	12.908	13	13.162	19	12.716	5	12.667	20	0	0	0	1	0	0	1	0	0	1	0	0	0.39	0.48	0.47	0.13	0	0	0
870	NGC_2682	511-047158	132.784	21	12.0185	21	31	1994.01	1993.81	13.553	13.479	0.11	1	0	4	4	3	-9.8	1.2	-3.5	1.4	12.469	0.02	5	12.159	0.02	5	12.073	0.02	5	14.255	13	13.675	11	13.945	21	13.481	5	13.413	20	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.95	1	1	1
871	NGC_2682	511-047159	132.788	21	12.0506	21	32	1991.78	1992.3	13.629	13.568	0.09	1	0	4	4	4	-8.3	1.1	-4.6	1.2	12.65	0.02	5	12.365	0.02	5	12.321	0.02	5	14.279	2	13.71	1	14.02	18	13.591	5	13.538	14	0	0	0	1	0	0	1	0	0	1	0	0	0.86	1	1	0.95	1	1	1
872	NGC_2682	511-047161	132.793	73	12.0254	69	132	1976.03	1981.41	16.062	15.886	-9999.99	1	0	1	1	2	-4.3	2.9	-1.3	2.7	14.401	0.03	5	13.844	0.03	5	13.757	0.03	5	17.208	1	16.209	1	16.828	34	15.739	5	15.635	1	0	0	0	0	0	0	0	0	0	1	0	0	0.9	0.84	0.82	0.79	1	1	1
873	NGC_2682	511-047166	132.81	38	12.0691	40	58	1993.26	1994.31	14.964	14.744	0.13	1	0	2	2	2	-7.9	2.1	-2.4	2.3	13.716	0.02	5	13.331	0.03	5	13.239	0.03	5	15.905	18	15.123	14	15.43	15	14.842	6	14.609	7	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	0.99	0.93	1	1	1
874	NGC_2682	511-047169	132.827	73	12.0336	70	120	1984.47	1984.62	16.292	16.346	0.12	1	0	2	2	2	5.3	3	-2	2.9	14.903	0.04	5	14.276	0.04	5	14.242	0.05	5	-9999.99	-9999.99	16.351	1	16.922	10	16.091	12	15.763	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0.01	0	0	0
875	NGC_2682	511-047170	132.832	47	12.0595	50	76	1988.41	1990.21	15.515	15.407	0.2	1	0	2	2	2	7.9	2.1	-4.6	2.4	14.064	0.03	5	13.661	0.03	5	13.565	0.03	5	16.358	17	15.551	10	15.894	15	15.312	6	15.141	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
876	NGC_2682	511-047171	132.835	63	12.1334	57	106	1977.96	1986	15.834	15.502	0.19	1	0	2	2	2	-7.5	2.4	-5.8	2.5	14.281	0.03	5	13.787	0.03	5	13.691	0.04	5	17.072	23	16.036	19	16.442	9	15.701	7	15.49	20	0	0	0	0	0	0	0	0	0	1	0	0	0.92	1	0.99	0.94	1	1	1
877	NGC_2682	511-047172	132.837	51	12.092	55	86	1985.89	1987.62	15.504	15.681	0.3	1	0	2	2	2	1.5	2.2	-4.6	2.5	14.593	0.03	5	14.315	0.04	5	14.144	0.05	5	16.613	16	15.829	12	16.142	13	15.624	7	15.49	3	0	0	0	0	0	0	0	0	0	1	0	0	0.38	0.09	0.05	0.18	0	0	0
878	NGC_2682	511-047173	132.846	35	12.1317	37	53	1994.6	1995.43	14.806	14.754	0.05	1	0	2	2	2	-12	2.1	-3.3	2.3	13.723	0.02	5	13.352	0.03	5	13.27	0.03	5	15.818	19	15.119	17	15.362	13	14.839	7	14.748	11	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.92	1	1	1
879	NGC_2682	511-047174	132.85	36	12.0252	38	55	1993.94	1995	14.922	14.775	0.15	1	0	3	3	2	-9.8	2	-5.6	2.3	13.481	0.02	5	13.008	0.03	5	12.889	0.03	5	15.786	4	15.011	3	15.416	21	14.803	10	14.619	14	0	0	0	0	0	0	0	0	0	1	0	0	0.92	1	1	0.95	1	1	1
880	NGC_2682	511-047175	132.851	44	12.099	48	71	1989.79	1990.51	15.468	15.489	0.16	1	0	2	2	2	-6.7	2.1	6.6	2.3	14.065	0.03	5	13.547	0.03	5	13.411	0.03	5	16.74	3	15.811	9	16.258	14	15.509	9	15.211	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0.41	0.28	0	0	0	0
881	NGC_2682	511-047176	132.855	18	12.049	22	32	1989.25	1993.77	13.311	13.348	0.08	1	0	4	4	3	-8	1.2	-2.4	1.5	11.671	0.02	5	11.123	0.02	5	10.971	0.02	5	14.792	18	13.802	18	14.258	21	13.433	13	13.14	16	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.93	1	1	1
882	NGC_2682	511-047178	132.864	16	12.1279	15	27	1988.97	1987.47	8.721	8.703	0.08	1	36	4	2	10	-20.4	1.2	-30.4	0.9	7.285	0.02	5	7.134	0.03	5	7.086	0.02	5	9.295	11	8.9	2	9.685	3	8.879	2	8.031	4	0	0	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	0	0
