┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
490	NGC_2682	510-048405	132.695	59	11.8827	30	73	1991.93	1995.87	14.641	14.607	0.14	1	0	4	4	3	-7.9	3.7	-5.4	2.1	13.375	0.02	5	12.883	0.02	5	12.803	0.03	5	15.592	8	14.828	7	15.285	32	14.6	2	14.522	29	0	0	0	0	0	0	1	0	0	1	0	0	0.9	1	1	0.94	1	1	1
491	NGC_2682	510-048406	132.695	42	11.898	41	62	1991.33	1993.92	15.015	15.037	0.07	1	0	2	2	2	-7.6	2.1	-4.6	2.3	13.901	0.03	5	13.461	0.03	5	13.402	0.04	5	16.212	8	15.4	4	15.861	33	15.127	3	15.129	29	0	0	0	0	0	0	0	0	0	1	0	0	0.89	1	1	0.95	1	1	1
492	NGC_2682	510-048407	132.696	81	11.8759	76	185	1963.68	1973.89	16.233	15.745	0.41	1	0	2	1	2	3.8	3.5	-0.8	3	14.493	0.03	5	14.024	0.04	5	13.891	0.05	5	17.045	9	16.125	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.01	0.01	0.01	0.02	0	0	0
493	NGC_2682	510-048408	132.7	35	11.9852	31	48	1994.48	1996.93	14.84	14.752	0.13	1	1	3	3	2	-0.9	2.1	-6.6	2.3	13.553	0.03	5	13.092	0.02	5	13.019	0.03	5	15.736	10	15.03	8	15.413	30	14.801	6	14.742	32	0	0	0	0	0	0	0	0	0	2	0	0	0.74	0.42	0.36	0.42	1	0	0
494	NGC_2682	510-048409	132.7	53	11.8282	18	68	1988.88	1987.76	14.428	14.434	0.09	1	0	4	3	3	-13.6	3.3	-6.4	1.3	13.28	0.02	5	12.944	0.02	5	12.83	0.02	5	15.272	8	14.551	3	14.968	33	14.373	2	14.382	26	0	0	0	0	0	0	1	0	0	1	0	0	0.9	1	1	0.89	1	1	1
495	NGC_2682	510-048410	132.7	25	11.9132	21	34	1992.49	1997.16	14	13.961	0.09	1	0	4	4	3	-11	1.5	-3.3	1.7	12.963	0.02	5	12.668	0.02	5	12.611	0.02	5	14.767	8	14.151	7	14.505	31	13.964	4	13.945	26	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.94	1	1	1
496	NGC_2682	510-048411	132.702	36	11.9964	33	51	1993.68	1996.24	15.285	15.314	0.08	1	0	4	4	2	-29.2	2	-11.1	2.2	13.898	0.03	5	13.489	0.03	5	13.322	0.03	5	16.332	13	15.49	10	15.994	33	15.21	2	15.075	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
497	NGC_2682	510-048412	132.702	21	11.9745	24	34	1993.25	1996.11	14.104	14.021	0.11	1	0	4	4	3	0	1.5	-4.3	1.8	12.99	0.02	5	12.66	0.02	5	12.578	0.02	5	15.034	10	14.286	9	14.689	29	14.069	4	14.084	36	0	0	0	0	0	0	1	0	0	1	0	0	0.68	0.26	0.24	0.42	1	0	0
498	NGC_2682	510-048413	132.707	61	11.8545	58	101	1982.61	1985.45	15.972	15.851	0.19	1	0	2	2	2	-4.5	2.5	-1.2	2.5	14.201	0.02	5	13.558	0.03	5	13.448	0.03	5	17.638	17	16.438	1	17.423	44	15.943	5	15.841	35	0	0	0	0	0	0	0	0	0	1	0	0	0.9	0.85	0.84	0.79	1	1	1
499	NGC_2682	510-048414	132.707	25	11.9068	22	34	1994.62	1997.02	13.861	13.904	0.1	1	0	4	4	3	-12	1.7	-4.4	1.6	12.887	0.02	5	12.555	0.02	5	12.503	0.02	5	14.668	10	14.057	5	14.389	30	13.895	4	13.89	33	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.94	1	1	1
500	NGC_2682	510-048415	132.708	16	11.8202	19	26	1992.4	1995.31	12.691	12.672	0.04	1	0	4	4	4	-9.7	0.9	-4.8	1.2	11.372	0.02	5	10.96	0.02	5	10.89	0.02	5	13.794	6	12.933	4	13.426	31	12.674	2	12.588	28	0	0	0	1	0	0	1	0	0	1	0	0	0.91	1	1	0.95	1	1	1
501	NGC_2682	510-048416	132.711	58	11.9254	64	107	1981.35	1981.89	15.863	15.695	-9999.99	0	0	1	1	2	-9.1	2.3	-5	2.6	14.363	0.03	5	13.844	0.03	5	13.748	0.04	5	17.138	22	16.293	8	16.816	39	15.799	8	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.89	1	1	0.95	1	1	1
502	NGC_2682	510-048417	132.715	49	11.8029	18	58	1990.54	1995.53	12.534	12.542	0.07	1	0	4	4	3	-21.3	2.7	8.6	1.2	11.611	0.02	5	11.342	0.02	5	11.288	0.02	5	13.223	7	12.674	5	13.005	30	12.531	3	12.575	28	0	0	0	0	0	0	1	0	0	1	0	0	0	0.01	0	0	0	0	0
503	NGC_2682	510-048418	132.716	25	11.9489	46	56	1992.57	1990.12	12.628	12.613	0.06	1	0	4	3	4	-8.1	1.3	-0.4	2	11.646	0.02	5	11.382	0.02	5	11.321	0.02	5	13.309	2	12.751	2	13.094	28	12.624	5	12.655	28	0	0	0	1	0	0	1	0	0	1	0	0	0.91	0.99	0.99	0.82	1	1	1
504	NGC_2682	510-048419	132.718	45	11.8109	80	123	1989.97	1974.19	15.464	15.333	0.05	1	0	2	2	2	25.5	2.1	-7.6	3.1	14.242	0.03	5	13.872	0.04	5	13.832	0.04	5	16.378	3	15.575	5	15.915	3	15.305	3	15.189	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
505	NGC_2682	510-048420	132.719	50	11.9802	50	80	1986.67	1989.08	15.629	15.736	0.07	1	0	2	2	2	-3.7	2.2	-8.1	2.3	14.388	0.03	5	13.929	0.04	5	13.775	0.04	5	16.953	3	16.064	3	16.575	23	15.75	7	15.491	8	0	0	0	0	0	0	0	0	0	1	0	0	0.87	0.85	0.81	0.6	1	1	1
506	NGC_2682	510-048421	132.721	82	11.903	60	182	1961.27	1984.96	15.684	15.73	0.12	1	0	2	2	2	-3.1	3.8	-3.7	2.5	14.527	0.03	5	14.212	0.04	5	14.084	0.05	5	16.614	18	15.823	7	16.266	34	15.622	2	15.499	20	0	0	0	0	0	0	0	0	0	1	0	0	0.91	0.76	0.83	0.82	1	1	1
507	NGC_2682	510-048422	132.721	36	11.8296	36	53	1993.75	1995.41	15.204	15.196	0.12	1	0	3	3	2	-9.5	2	-3.6	2.3	13.931	0.03	5	13.521	0.03	5	13.464	0.04	5	16.253	11	15.382	4	15.874	32	15.134	3	15.063	23	0	0	0	0	0	0	0	0	0	1	0	0	0.91	1	1	0.95	1	1	1
508	NGC_2682	510-048423	132.722	34	11.8159	32	47	1996.37	1997.76	14.95	14.97	0.19	1	0	3	3	2	-9.1	2.3	-5	2.6	13.76	0.03	25	13.33	0.03	25	13.33	0.04	5	16.033	13	15.192	6	15.632	28	14.946	6	14.861	26	0	0	0	0	0	0	0	0	0	3	0	0	0.89	1	1	0.95	1	1	1
509	NGC_2682	510-048425	132.726	32	11.9209	33	47	1995.64	1996.54	14.849	14.782	0.13	1	0	3	2	2	-11.3	2	-6.1	2.3	13.447	0.02	5	12.968	0.02	5	12.885	0.03	5	15.969	9	15.14	7	15.576	31	14.816	3	14.72	20	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.94	1	1	1
510	NGC_2682	510-048426	132.727	18	11.9414	17	27	1988.73	1993.93	12.649	12.645	0.05	1	0	4	4	4	-8.6	1	-5.3	1	11.706	0.02	5	11.435	0.02	5	11.372	0.02	5	13.36	10	12.809	7	13.106	26	12.664	5	12.671	27	0	0	0	1	0	0	1	0	0	3	0	0	0.9	1	1	0.95	1	1	1
511	NGC_2682	510-048427	132.728	19	11.8526	17	27	1997.23	1992.07	13.427	13.435	0.08	1	0	4	4	3	-8.8	1.5	-6.6	1.3	12.46	0.02	5	12.218	0.02	5	12.165	0.02	5	14.138	7	13.564	4	13.902	28	13.426	3	13.451	26	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.93	1	1	1
512	NGC_2682	510-048428	132.729	40	11.9473	42	62	1991.52	1992.8	15.561	15.371	0.06	1	0	2	2	2	-4.5	2	-7.9	2.2	13.895	0.02	5	13.316	0.02	5	13.198	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.9	0.92	0.94	0.71	1	1	1
513	NGC_2682	510-048429	132.729	38	11.8562	39	55	1996.29	1997.29	15.213	15.195	0.22	1	0	3	3	2	8.8	2.6	5.2	3	14.284	0.03	5	13.989	0.04	5	13.853	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
514	NGC_2682	510-048430	132.731	69	11.8338	74	143	1973	1975.83	15.901	15.955	0.28	1	0	3	1	2	-1	2.7	-2.3	2.9	14.373	0.03	5	13.862	0.03	5	13.785	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.75	0.38	0.39	0.54	1	0	1
515	NGC_2682	510-048431	132.732	37	11.8707	17	45	1992.02	1972.97	11.863	11.826	0.05	1	0	4	4	5	-11.3	2	-2.7	0.5	10.852	0.02	5	10.586	0.02	5	10.515	0.02	5	12.591	8	12.002	5	12.347	29	11.846	4	11.842	26	0	0	0	1	1	0	1	1	0	1	0	0	0.93	1	1	0.92	1	1	1
516	NGC_2682	510-048432	132.732	38	11.8821	33	52	1993.25	1996.54	14.857	14.786	0.2	1	0	2	2	2	-14.1	2.1	-5.7	2.3	13.684	0.02	5	13.276	0.02	5	13.207	0.03	5	15.822	8	15.083	6	15.497	29	14.837	4	14.746	28	0	0	0	0	0	0	0	0	0	1	0	0	0.9	1	1	0.89	1	1	1
517	NGC_2682	510-048433	132.733	84	11.8978	19	93	1993.48	1995.45	13.586	13.562	0.12	1	0	4	4	3	-5.1	5.4	0.2	1.3	12.582	0.02	5	12.278	0.02	5	12.227	0.02	5	14.259	10	13.685	6	13.999	27	13.519	5	13.54	28	0	0	0	0	0	0	1	0	0	1	0	0	0.85	0.84	0.89	0.65	1	1	1
518	NGC_2682	510-048434	132.734	24	11.8655	57	69	1986.28	1996.8	14.605	14.511	0.16	1	0	3	3	3	3.6	1.9	-8.1	6	13.344	0.02	5	13.083	0.02	5	12.983	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0.02	0.02	0.02	0.01	0	0	0
519	NGC_2682	510-048435	132.735	80	11.8581	19	86	1995.09	1993.07	14.074	13.998	0.11	1	0	4	4	3	7.5	5.1	-6.4	1.4	12.965	0.02	5	12.698	0.02	5	12.612	0.02	5	14.774	7	14.143	3	14.507	29	13.974	3	13.983	26	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
520	NGC_2682	510-048436	132.736	19	11.8319	26	42	1981.46	1997.57	14.477	14.561	0.1	1	0	4	4	3	-7.6	1.5	-4.9	2.2	13.396	0.02	5	13.042	0.02	5	12.958	0.03	5	15.412	6	14.689	6	15.105	29	14.491	3	14.491	19	0	0	0	0	0	0	1	0	0	1	0	0	0.89	1	1	0.95	1	1	1
521	NGC_2682	510-048437	132.738	18	11.9877	20	29	1992.66	1991.59	12.991	12.966	0.08	1	0	6	6	4	-9.4	0.9	-4.2	1.1	12.003	0.02	5	11.726	0.02	5	11.673	0.02	5	13.682	1	13.122	2	13.447	23	12.984	5	12.983	25	0	0	0	1	0	0	1	0	0	1	0	0	0.9	1	1	0.95	1	1	1
522	NGC_2682	510-048438	132.738	22	11.9474	36	88	1976.42	1982.14	14.71	14.733	0.04	1	0	2	2	3	-12.4	2.5	0.6	2.8	13.645	0.02	5	13.293	0.03	5	13.209	0.03	5	15.779	11	15.003	8	15.41	23	14.81	7	14.705	34	0	0	0	0	0	0	1	0	0	1	0	0	0.79	0.99	1	0.51	1	1	1
523	NGC_2682	510-048439	132.74	38	11.9207	18	52	1985.81	1995.43	13.25	13.252	0.07	1	0	4	2	4	-10.3	2.2	-1.9	1.2	12.294	0.02	5	12.038	0.02	5	11.973	0.02	5	13.984	10	13.43	8	13.723	26	13.269	5	13.265	27	0	0	0	1	0	0	1	0	0	1	0	0	0.93	1	1	0.91	1	1	1
524	NGC_2682	510-048440	132.742	76	11.9835	77	159	1971.53	1972.96	15.986	15.79	0.21	1	0	2	1	2	-1	3	-5.9	3	14.949	0.04	5	14.462	0.04	5	14.399	0.06	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.79	0.43	0.5	0.51	1	0	1
525	NGC_2682	510-048441	132.742	13	11.8729	19	26	1987.76	1994.96	12.623	12.605	0.06	1	0	4	4	4	-10.2	0.8	-2.5	1.3	11.197	0.02	5	10.707	0.02	5	10.626	0.02	5	13.806	2	12.886	2	13.421	28	12.595	4	12.475	25	0	0	0	1	0	0	1	0	0	1	0	0	0.93	1	1	0.93	1	1	1
526	NGC_2682	510-048442	132.743	41	11.9708	34	59	1991.42	1992.48	14.425	14.34	0.13	1	0	4	3	3	-13.3	2.7	-3.2	2	13.295	0.02	5	12.998	0.02	5	12.917	0.02	5	15.223	11	14.537	9	14.881	25	14.321	5	14.294	25	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.89	1	1	1
527	NGC_2682	510-048443	132.744	79	11.8019	46	126	1972.32	1993.51	15.651	15.313	0.19	1	0	2	2	2	-28.3	3.1	-10.8	2.6	14.082	0.03	5	13.612	0.03	5	13.556	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
528	NGC_2682	510-048444	132.744	22	11.9943	28	36	1995.85	1997.52	14.135	14.109	0.11	1	0	6	6	3	-7.6	1.7	-1.4	2.4	13.019	0.02	5	12.703	0.02	5	12.64	0.02	5	14.955	13	14.308	11	14.6	24	14.095	5	14.059	26	0	0	0	0	0	0	1	0	0	1	0	0	0.93	0.99	0.99	0.89	1	1	1
529	NGC_2682	510-048445	132.744	38	11.8122	45	61	1994.58	1994.1	15.26	15.325	0.28	1	0	2	2	2	-41.9	2.2	-20	2.6	14.005	0.03	5	13.589	0.03	5	13.478	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
530	NGC_2682	510-048446	132.745	37	11.8053	48	62	1996.22	1997.37	13.674	13.653	0.07	1	0	4	4	3	-3.6	2.6	-13.7	4	12.647	0.02	5	12.344	0.02	5	12.322	0.02	5	14.368	3	13.777	1	14.14	29	13.646	4	13.652	28	0	0	0	0	0	0	1	0	0	1	0	0	0.02	0.41	0.39	0	0	0	0
531	NGC_2682	510-048447	132.746	81	11.8081	52	113	1981.88	1993.65	15.837	15.771	0.1	1	0	2	2	2	-4	3.2	0	2.9	14.308	0.03	5	13.776	0.04	5	13.606	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.83	0.72	0.67	0.61	1	1	1
532	NGC_2682	510-048448	132.746	20	11.816	20	28	1997.22	1999.13	13.402	13.37	0.09	1	0	4	4	3	-9	1.5	-8.3	2.6	12.386	0.02	5	12.206	0.03	5	12.094	0.02	5	14.105	9	13.509	5	13.857	28	13.348	2	13.347	25	0	0	0	1	0	0	1	0	0	0	0	0	0.92	1	1	0.85	1	1	1
533	NGC_2682	510-048449	132.746	83	11.9707	85	151	1981.09	1978.5	16.335	16.272	-9999.99	0	0	1	1	2	14.2	3.3	-10.9	3.3	14.602	0.03	5	13.929	0.04	5	13.776	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
534	NGC_2682	510-048450	132.747	45	11.9436	17	53	1992.12	1989.18	13.101	13.102	0.08	1	0	4	4	4	-13.9	2.5	-5.2	1	12.122	0.02	5	11.845	0.02	5	11.79	0.02	5	13.851	11	13.258	9	13.561	25	13.083	5	13.063	24	0	0	0	1	0	0	1	0	0	1	0	0	0.91	1	1	0.9	1	1	1
535	NGC_2682	510-048451	132.748	70	11.9146	51	120	1971.28	1989.11	15.744	15.703	0.05	1	0	3	3	2	-0.2	2.8	-4.9	2.4	14.102	0.03	5	13.629	0.03	5	13.527	0.03	5	16.533	6	15.854	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.71	0.29	0.46	0.44	1	0	0
536	NGC_2682	510-048452	132.749	58	11.8535	45	91	1992.9	1985.09	14.728	14.693	0.14	1	0	3	3	3	-6.9	3.9	-4.7	3.1	13.534	0.02	5	13.197	0.03	5	13.07	0.03	5	15.55	3	14.825	4	15.274	28	14.629	3	14.595	29	0	0	0	0	0	0	1	0	0	1	0	0	0.91	0.99	0.99	0.94	1	1	1
537	NGC_2682	510-048454	132.751	27	11.9089	16	35	1990.13	1991.69	12.564	12.537	0.07	1	0	4	4	4	-10.2	1.5	-4.6	0.9	11.322	0.02	5	10.921	0.02	5	10.86	0.02	5	13.541	2	12.764	2	13.216	26	12.553	4	12.466	24	0	0	0	1	0	0	1	0	0	1	0	0	0.92	1	1	0.95	1	1	1
538	NGC_2682	510-048455	132.753	27	11.8865	28	39	1997.55	1998.08	14.654	14.564	0.1	1	0	3	3	2	-9.2	2.1	-5.1	2.4	13.474	0.02	5	13.157	0.02	5	13.105	0.03	5	15.594	8	14.832	6	15.225	26	14.613	2	14.566	24	0	0	0	0	0	0	0	0	0	1	0	0	0.9	1	1	0.95	1	1	1
539	NGC_2682	510-048456	132.753	56	11.8147	23	63	1996.39	1995.86	14.459	14.446	0.13	1	0	3	3	3	-20.7	4.3	-6.7	1.9	13.366	0.02	5	13.041	0.03	5	12.965	0.03	5	15.329	1	14.675	1	14.893	2	14.455	3	14.297	1	0	0	0	0	0	0	1	0	0	1	0	0	0.02	0.97	0.96	0.11	0	1	0
540	NGC_2682	510-048457	132.754	21	11.8364	17	27	1995.66	1996.89	12.546	12.534	0.05	1	0	4	4	4	-9.5	1.3	-3.4	1.2	11.38	0.02	5	11.018	0.02	5	10.951	0.02	5	13.493	7	12.755	4	13.169	28	12.543	4	12.474	24	0	0	0	1	0	0	1	0	0	3	0	0	0.92	1	1	0.95	1	1	1
541	NGC_2682	510-048458	132.755	60	11.8059	71	112	1986.6	1981.94	16.214	16.012	-9999.99	0	0	1	1	2	-13	2.6	5.3	2.9	14.654	0.03	5	14.114	0.04	5	14.044	0.05	5	17.832	8	16.626	1	17.42	16	16.3	8	16.099	31	0	0	0	0	0	0	0	0	0	1	0	0	0.01	0.86	0.83	0	0	1	0
542	NGC_2682	510-048459	132.756	46	11.8262	21	52	1995.64	1996.47	12.544	12.51	0.05	1	0	4	4	4	-8.5	3.3	-4.6	1.6	11.497	0.02	5	11.205	0.02	5	11.135	0.02	5	13.217	9	12.575	4	12.953	30	12.41	3	12.405	25	0	0	0	2	0	0	2	0	0	0	0	0	0.86	1	1	0.95	1	1	1
543	NGC_2682	510-048461	132.757	100	11.9379	75	148	1988.53	1992.18	14.773	14.68	0.07	1	0	3	3	3	-6.2	6.2	-3.7	4.8	13.592	0.02	5	13.24	0.03	5	13.178	0.02	5	15.746	9	14.961	11	15.356	23	14.738	7	14.664	32	0	0	0	0	0	0	1	0	0	1	0	0	0.93	0.98	0.99	0.93	1	1	1
544	NGC_2682	510-048462	132.758	95	11.9351	103	257	1963.53	1965.53	15.944	16.569	-9999.99	0	0	1	1	2	4.6	4.2	9.2	4.4	15.9	0.07	5	15.612	0.11	5	15.728	0.2	7	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
545	NGC_2682	510-048463	132.759	20	11.817	27	36	1991.3	1994.81	13.195	13.161	0.1	1	0	4	4	3	-8.3	1.3	-5.9	1.9	12.108	0.02	5	11.807	0.02	5	11.718	0.02	5	13.907	2	13.294	1	13.677	28	13.142	3	13.118	26	0	0	0	1	0	0	1	0	0	0	0	0	0.92	1	1	0.94	1	1	1
546	NGC_2682	510-048464	132.76	100	11.8148	97	153	1989.36	1990.99	16.157	16.109	-9999.99	0	0	1	1	2	46.3	4.6	42.3	4.8	14.394	0.03	25	13.87	0.03	5	13.695	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
547	NGC_2682	510-048465	132.76	58	11.9228	61	102	1981.43	1984.57	15.927	15.512	0.02	1	0	2	2	2	-9.1	2.3	-8.5	2.6	14.171	0.03	5	13.689	0.03	5	13.613	0.03	5	16.762	8	15.832	9	16.288	24	15.516	8	15.41	26	0	0	0	0	0	0	0	0	0	1	0	0	0.91	1	1	0.84	1	1	1
548	NGC_2682	510-048466	132.762	24	11.8571	24	34	1998.1	1998.71	14.349	14.265	0.16	1	0	3	3	2	-6	2	-7.3	2.3	12.981	0.02	5	12.492	0.02	5	12.415	0.02	5	15.465	8	14.579	4	15.07	28	14.317	4	14.205	24	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.98	0.98	0.86	1	1	1
549	NGC_2682	510-048467	132.762	95	11.882	89	314	1955.72	1963.42	16.39	16.483	-9999.99	0	0	1	1	2	-12.5	5.6	0.2	3.9	14.702	0.03	5	14.187	0.04	5	14.054	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.82	0.99	1	0.59	1	1	1
550	NGC_2682	510-048468	132.762	50	11.9828	63	97	1986.88	1982.19	15.891	15.991	0.11	1	0	2	2	2	-10	2.2	-3	2.6	14.454	0.03	5	13.938	0.03	5	13.835	0.04	5	17.23	7	16.407	6	16.74	2	15.941	3	15.656	12	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.94	1	1	1
551	NGC_2682	510-048469	132.762	57	11.8738	30	74	1984.95	1997.39	14.796	14.743	0.06	1	0	2	2	2	-11.6	2.4	-6.3	2.3	13.606	0.03	5	13.252	0.03	5	13.196	0.03	5	15.858	12	14.984	2	15.957	3	15.012	1	14.873	41	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.93	1	1	1
552	NGC_2682	510-048470	132.765	122	11.8612	120	300	1966.68	1964.25	16.445	16.509	-9999.99	0	0	1	1	2	-15.7	5	-0.4	5.1	14.877	0.04	25	14.208	0.05	25	14.095	0.06	25	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.58	0.95	0.96	0.37	1	1	0
553	NGC_2682	510-048471	132.766	57	11.8735	62	103	1981.76	1983.75	16.096	15.958	0.48	1	0	2	2	2	-6	2.3	-6.6	2.6	14.458	0.03	5	13.996	0.04	5	13.986	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.98	0.99	0.89	1	1	1
554	NGC_2682	510-048472	132.769	36	11.8628	22	46	1994.43	1994.57	13.884	13.888	0.05	1	0	4	4	3	-13.5	2.8	-7.1	1.7	12.76	0.02	5	12.426	0.02	5	12.358	0.02	5	14.751	8	14.078	6	14.442	26	13.879	3	13.854	23	0	0	0	0	0	0	1	0	0	1	0	0	0.89	0.99	1	0.87	1	1	1
555	NGC_2682	510-048474	132.771	33	11.8739	44	57	1995.07	1996.89	13.771	13.73	0.12	1	0	4	4	3	-15.9	2.2	-12.1	3.4	12.718	0.02	5	12.48	0.02	5	12.395	0.02	5	14.449	8	13.83	4	14.167	25	13.661	4	13.648	22	0	0	0	0	0	0	1	0	0	1	0	0	0.04	0.83	0.86	0.05	0	1	0
556	NGC_2682	510-048475	132.772	96	11.8261	19	104	1994.76	1996.82	13.7	13.649	0.1	1	0	4	4	3	-1	6.7	-10	1.6	12.648	0.02	5	12.349	0.02	5	12.282	0.02	5	14.289	6	13.68	6	14.029	28	13.518	4	13.486	23	0	0	0	0	0	0	1	0	0	1	0	0	0.31	0.42	0.4	0.05	0	0	0
557	NGC_2682	510-048476	132.773	45	11.8756	56	73	1997.34	1995.7	15.578	15.345	0.18	1	0	2	2	2	15.6	3.4	20.1	3.6	13.882	0.02	5	13.299	0.03	5	13.175	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
558	NGC_2682	510-048477	132.774	36	11.8863	38	54	1994.18	1995.08	14.888	14.734	0.08	1	0	3	2	2	-12.4	2.1	-3.5	2.3	13.713	0.03	5	13.346	0.03	5	13.238	0.03	5	15.848	1	15.047	1	15.31	1	14.809	1	14.691	5	0	0	0	0	0	0	0	0	0	7	0	0	0.93	1	1	0.92	1	1	1
559	NGC_2682	510-048478	132.775	18	11.8527	23	31	1992.21	1994.65	13.19	13.206	0.08	1	0	4	4	4	-0.7	1	-1	1.5	12.189	0.02	5	11.928	0.02	5	11.866	0.02	5	13.926	7	13.36	5	13.668	26	13.199	4	13.195	22	0	0	0	1	0	0	1	0	0	1	0	0	0.6	0.29	0.33	0.37	1	0	0
560	NGC_2682	510-048479	132.779	90	11.996	95	170	1981.2	1977.08	16.387	16.264	-9999.99	0	0	1	1	2	-6.4	3.6	-2.4	3.7	14.789	0.03	5	14.136	0.04	5	13.93	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.98	0.99	0.91	1	1	1
561	NGC_2682	510-048480	132.779	121	11.9769	121	251	1974.56	1970.77	16.043	16.569	-9999.99	0	0	1	1	2	-13.4	4.7	-1.7	4.8	14.833	0.04	5	14.201	0.04	5	14.047	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.89	1	1	0.81	1	1	1
